firstname,total_male,total_female,prob_male,prob_female,total_names,male_75,female_75,male_95,female_95
"LAURO",7,0,1,0,7,1,0,1,0
"LAVETTE",0,2,0,1,2,0,1,0,1
"LAYTON",6,0,1,0,6,1,0,1,0
"LAZARUS",4,1,.8,.2,5,1,0,0,0
"LEBA",1,3,.25,.75,4,0,0,0,0
"LEEANNA",0,2,0,1,2,0,1,0,1
"LEELEE",0,2,0,1,2,0,1,0,1
"LEEOR",3,1,.75,.25,4,0,0,0,0
"LEIBY",4,2,.6666667,.3333333,6,0,0,0,0
"LEMUEL",6,0,1,0,6,1,0,1,0
"LENETTE",0,6,0,1,6,0,1,0,1
"LEVIN",4,0,1,0,4,1,0,1,0
"LEXX",1,1,.5,.5,2,0,0,0,0
"LIESL",0,5,0,1,5,0,1,0,1
"LIRAZ",0,4,0,1,4,0,1,0,1
"LITO",6,0,1,0,6,1,0,1,0
"LIVIO",6,0,1,0,6,1,0,1,0
"LOBSANG",6,0,1,0,6,1,0,1,0
"LOK",3,2,.6,.4,5,0,0,0,0
"LONE",4,1,.8,.2,5,1,0,0,0
"LORETO",1,3,.25,.75,4,0,0,0,0
"LORIANNE",0,4,0,1,4,0,1,0,1
"LORINE",0,6,0,1,6,0,1,0,1
"LORRY",0,4,0,1,4,0,1,0,1
"LOTUS",0,7,0,1,7,0,1,0,1
"LOUANNE",0,5,0,1,5,0,1,0,1
"LUDIVINE",0,5,0,1,5,0,1,0,1
"LYNELL",1,4,.2,.8,5,0,1,0,0
"MAARTEN",6,0,1,0,6,1,0,1,0
"MADHURI",0,4,0,1,4,0,1,0,1
"MAHEEN",1,4,.2,.8,5,0,1,0,0
"MAHSA",1,4,.2,.8,5,0,1,0,0
"MAIJA",0,2,0,1,2,0,1,0,1
"MAIN",2,1,.6666667,.3333333,3,0,0,0,0
"MAJED",6,0,1,0,6,1,0,1,0
"MALIEK",4,0,1,0,4,1,0,1,0
"MALIKAH",0,2,0,1,2,0,1,0,1
"MALU",0,7,0,1,7,0,1,0,1
"MANANA",0,4,0,1,4,0,1,0,1
"MARGI",0,6,0,1,6,0,1,0,1
"MARIE-LAURE",0,2,0,1,2,0,1,0,1
"MARKELLA",0,4,0,1,4,0,1,0,1
"MARO",1,2,.3333333,.6666667,3,0,0,0,0
"MARYANNA",0,3,0,1,3,0,1,0,1
"MARY-ELLEN",0,3,0,1,3,0,1,0,1
"MARYGRACE",0,3,0,1,3,0,1,0,1
"MARYLYNN",0,3,0,1,3,0,1,0,1
"MASIEL",0,5,0,1,5,0,1,0,1
"MASUM",6,0,1,0,6,1,0,1,0
"MATEUS",5,0,1,0,5,1,0,1,0
"MATTIAS",4,0,1,0,4,1,0,1,0
"MAZHAR",3,0,1,0,3,1,0,1,0
"MCKENNA",0,5,0,1,5,0,1,0,1
"MEAN",3,2,.6,.4,5,0,0,0,0
"MEE",2,3,.4,.6,5,0,0,0,0
"MEESHA",0,4,0,1,4,0,1,0,1
"MEETA",0,4,0,1,4,0,1,0,1
"MEHWISH",0,5,0,1,5,0,1,0,1
"MELICIA",0,4,0,1,4,0,1,0,1
"MELITZA",0,5,0,1,5,0,1,0,1
"MELL",3,2,.6,.4,5,0,0,0,0
"MERLENE",0,6,0,1,6,0,1,0,1
"MERV",5,1,.8333333,.1666667,6,1,0,0,0
"MESSIAH",5,0,1,0,5,1,0,1,0
"MIAN",4,0,1,0,4,1,0,1,0
"MICHE",1,3,.25,.75,4,0,0,0,0
"MICHIEL",7,0,1,0,7,1,0,1,0
"MICHY",0,2,0,1,2,0,1,0,1
"MICOLE",0,4,0,1,4,0,1,0,1
"MIJIN",0,3,0,1,3,0,1,0,1
"MIK",4,0,1,0,4,1,0,1,0
"MIL",4,1,.8,.2,5,1,0,0,0
"MILDA",0,3,0,1,3,0,1,0,1
"MINHEE",0,3,0,1,3,0,1,0,1
"MIQUEL",2,0,1,0,2,1,0,1,0
"MIRKA",0,2,0,1,2,0,1,0,1
"MIRO",4,0,1,0,4,1,0,1,0
"MIRON",3,0,1,0,3,1,0,1,0
"MISTAH",2,1,.6666667,.3333333,3,0,0,0,0
"MITALI",0,5,0,1,5,0,1,0,1
"MITHUN",2,1,.6666667,.3333333,3,0,0,0,0
"MITSUKO",0,3,0,1,3,0,1,0,1
"MOISE",3,0,1,0,3,1,0,1,0
"MOMOKO",0,4,0,1,4,0,1,0,1
"MONIR",4,0,1,0,4,1,0,1,0
"MONTI",4,2,.6666667,.3333333,6,0,0,0,0
"MOODY",3,2,.6,.4,5,0,0,0,0
"MOOKIE",4,1,.8,.2,5,1,0,0,0
"MORALES",1,1,.5,.5,2,0,0,0,0
"MOTOKO",0,4,0,1,4,0,1,0,1
"MRINAL",4,1,.8,.2,5,1,0,0,0
"MUBARAK",5,0,1,0,5,1,0,1,0
"MUHAMMET",2,0,1,0,2,1,0,1,0
"MUNECA",0,4,0,1,4,0,1,0,1
"MUNIRA",0,4,0,1,4,0,1,0,1
"MUTTY",2,1,.6666667,.3333333,3,0,0,0,0
"NADIRAH",0,4,0,1,4,0,1,0,1
"NAHIDA",0,3,0,1,3,0,1,0,1
"NAHLA",0,5,0,1,5,0,1,0,1
"NAJ",4,2,.6666667,.3333333,6,0,0,0,0
"NANAKO",0,3,0,1,3,0,1,0,1
"NARCISO",6,0,1,0,6,1,0,1,0
"NARINE",3,1,.75,.25,4,0,0,0,0
"NASTASIA",0,4,0,1,4,0,1,0,1
"NATALIJA",0,4,0,1,4,0,1,0,1
"NATHIFA",0,4,0,1,4,0,1,0,1
"NAUDIA",0,6,0,1,6,0,1,0,1
"NAVINDRA",4,0,1,0,4,1,0,1,0
"NEELY",0,3,0,1,3,0,1,0,1
"NEEMA",2,1,.6666667,.3333333,3,0,0,0,0
"NEF",2,4,.3333333,.6666667,6,0,0,0,0
"NELSY",0,7,0,1,7,0,1,0,1
"NERMIN",1,3,.25,.75,4,0,0,0,0
"NES",3,2,.6,.4,5,0,0,0,0
"NEVADA",0,3,0,1,3,0,1,0,1
"NEYDA",0,5,0,1,5,0,1,0,1
"NEYSA",0,3,0,1,3,0,1,0,1
"NGAI",4,1,.8,.2,5,1,0,0,0
"NICHOLETTE",0,4,0,1,4,0,1,0,1
"NICOLINA",0,6,0,1,6,0,1,0,1
"NIGER",0,5,0,1,5,0,1,0,1
"NIKE",1,2,.3333333,.6666667,3,0,0,0,0
"NIKKIE",0,4,0,1,4,0,1,0,1
"NIKOLAUS",4,0,1,0,4,1,0,1,0
"NINETTE",0,5,0,1,5,0,1,0,1
"NIRALI",0,4,0,1,4,0,1,0,1
"NIYATI",0,3,0,1,3,0,1,0,1
"NIZAR",4,0,1,0,4,1,0,1,0
"NJERI",0,3,0,1,3,0,1,0,1
"NKOSI",6,0,1,0,6,1,0,1,0
"NOUMAN",4,0,1,0,4,1,0,1,0
"NUNU",1,4,.2,.8,5,0,1,0,0
"NYEMA",0,3,0,1,3,0,1,0,1
"NYRON",3,0,1,0,3,1,0,1,0
"NZINGA",0,3,0,1,3,0,1,0,1
"OKTAY",6,0,1,0,6,1,0,1,0
"OLANDO",7,0,1,0,7,1,0,1,0
"OLAYINKA",1,2,.3333333,.6666667,3,0,0,0,0
"OLD",1,2,.3333333,.6666667,3,0,0,0,0
"OLUMIDE",3,0,1,0,3,1,0,1,0
"OLUSEGUN",3,1,.75,.25,4,0,0,0,0
"OMESH",4,0,1,0,4,1,0,1,0
"ONA",0,2,0,1,2,0,1,0,1
"OPEN",3,4,.4285714,.5714286,7,0,0,0,0
"ORESTES",6,0,1,0,6,1,0,1,0
"OVIDIU",2,0,1,0,2,1,0,1,0
"PADMINI",0,3,0,1,3,0,1,0,1
"PAVLO",7,0,1,0,7,1,0,1,0
"PAYAM",5,0,1,0,5,1,0,1,0
"PEE",3,2,.6,.4,5,0,0,0,0
"PEPPE",4,0,1,0,4,1,0,1,0
"PERCIVAL",4,0,1,0,4,1,0,1,0
"PERNILLA",0,4,0,1,4,0,1,0,1
"PHI",2,2,.5,.5,4,0,0,0,0
"PHILLIPS",2,3,.4,.6,5,0,0,0,0
"PIERINA",0,3,0,1,3,0,1,0,1
"PIP",1,3,.25,.75,4,0,0,0,0
"POPPA",5,0,1,0,5,1,0,1,0
"PRASANNA",6,0,1,0,6,1,0,1,0
"PRIA",1,4,.2,.8,5,0,1,0,0
"PROVIDENCIA",0,5,0,1,5,0,1,0,1
"QIANG",5,1,.8333333,.1666667,6,1,0,0,0
"QIAO",3,3,.5,.5,6,0,0,0,0
"QUANDA",0,4,0,1,4,0,1,0,1
"QUEENY",0,5,0,1,5,0,1,0,1
"QUIANNA",0,6,0,1,6,0,1,0,1
"RAJI",1,1,.5,.5,2,0,0,0,0
"RAMIZ",4,0,1,0,4,1,0,1,0
"RAPHAELLE",0,2,0,1,2,0,1,0,1
"RASEL",4,0,1,0,4,1,0,1,0
"RASHON",6,0,1,0,6,1,0,1,0
"RAV",4,0,1,0,4,1,0,1,0
"RAYMUND",4,0,1,0,4,1,0,1,0
"RAZI",4,0,1,0,4,1,0,1,0
"REAZ",3,0,1,0,3,1,0,1,0
"REBECKA",0,3,0,1,3,0,1,0,1
"REMON",6,0,1,0,6,1,0,1,0
"RENAT",5,0,1,0,5,1,0,1,0
"RENUKA",0,3,0,1,3,0,1,0,1
"REZWAN",4,0,1,0,4,1,0,1,0
"RINI",0,4,0,1,4,0,1,0,1
"RIPON",4,1,.8,.2,5,1,0,0,0
"RISE",2,2,.5,.5,4,0,0,0,0
"RIVKAH",0,3,0,1,3,0,1,0,1
"RIVKIE",0,4,0,1,4,0,1,0,1
"ROBERTSON",2,0,1,0,2,1,0,1,0
"ROBSON",7,0,1,0,7,1,0,1,0
"RODRICK",3,0,1,0,3,1,0,1,0
"ROEL",5,0,1,0,5,1,0,1,0
"ROMANE",2,2,.5,.5,4,0,0,0,0
"ROMULO",5,0,1,0,5,1,0,1,0
"RONICA",0,6,0,1,6,0,1,0,1
"RONNEL",2,1,.6666667,.3333333,3,0,0,0,0
"ROQUE",6,0,1,0,6,1,0,1,0
"ROSARY",0,6,0,1,6,0,1,0,1
"ROSELY",0,6,0,1,6,0,1,0,1
"ROSSANNA",0,2,0,1,2,0,1,0,1
"ROYSTON",5,0,1,0,5,1,0,1,0
"RUHUL",5,1,.8333333,.1666667,6,1,0,0,0
"RUMANA",0,5,0,1,5,0,1,0,1
"RUSHI",5,0,1,0,5,1,0,1,0
"RUSTAM",6,0,1,0,6,1,0,1,0
"RUTA",0,4,0,1,4,0,1,0,1
"SA",0,4,0,1,4,0,1,0,1
"SAAR",3,0,1,0,3,1,0,1,0
"SABEEN",0,3,0,1,3,0,1,0,1
"SABRA",0,4,0,1,4,0,1,0,1
"SABRI",4,0,1,0,4,1,0,1,0
"SAGIT",0,3,0,1,3,0,1,0,1
"SALI",3,2,.6,.4,5,0,0,0,0
"SALVO",6,0,1,0,6,1,0,1,0
"SAMAD",3,0,1,0,3,1,0,1,0
"SAMAH",0,2,0,1,2,0,1,0,1
"SAMMANTHA",0,4,0,1,4,0,1,0,1
"SANNY",3,2,.6,.4,5,0,0,0,0
"SANTY",2,1,.6666667,.3333333,3,0,0,0,0
"SAQUAN",5,0,1,0,5,1,0,1,0
"SARMAD",3,0,1,0,3,1,0,1,0
"SARY",0,5,0,1,5,0,1,0,1
"SAT",4,2,.6666667,.3333333,6,0,0,0,0
"SATORU",2,0,1,0,2,1,0,1,0
"SAUD",6,0,1,0,6,1,0,1,0
"SAULO",5,0,1,0,5,1,0,1,0
"SAVAGE",5,0,1,0,5,1,0,1,0
"SAVANNA",0,4,0,1,4,0,1,0,1
"SAYED",6,0,1,0,6,1,0,1,0
"SEA",2,1,.6666667,.3333333,3,0,0,0,0
"SEASON",1,3,.25,.75,4,0,0,0,0
"SEIF",5,0,1,0,5,1,0,1,0
"SEMA",0,4,0,1,4,0,1,0,1
"SENADA",0,7,0,1,7,0,1,0,1
"SERAP",0,3,0,1,3,0,1,0,1
"SHABAZZ",5,1,.8333333,.1666667,6,1,0,0,0
"SHAHAB",4,0,1,0,4,1,0,1,0
"SHAIN",6,0,1,0,6,1,0,1,0
"SHAJI",5,0,1,0,5,1,0,1,0
"SHALIMAR",1,3,.25,.75,4,0,0,0,0
"SHAMARI",4,2,.6666667,.3333333,6,0,0,0,0
"SHAMIK",3,0,1,0,3,1,0,1,0
"SHAMIRA",0,4,0,1,4,0,1,0,1
"SHANEEN",0,3,0,1,3,0,1,0,1
"SHANNAH",0,3,0,1,3,0,1,0,1
"SHANTIE",0,4,0,1,4,0,1,0,1
"SHAREE",0,8,0,1,8,0,1,0,1
"SHAREENA",0,6,0,1,6,0,1,0,1
"SHAREN",0,5,0,1,5,0,1,0,1
"SHARIE",0,5,0,1,5,0,1,0,1
"SHARINE",0,6,0,1,6,0,1,0,1
"SHARIQ",2,0,1,0,2,1,0,1,0
"SHARMEEN",0,3,0,1,3,0,1,0,1
"SHARRI",0,4,0,1,4,0,1,0,1
"SHATARA",0,4,0,1,4,0,1,0,1
"SHATIA",0,4,0,1,4,0,1,0,1
"SHATISHA",0,6,0,1,6,0,1,0,1
"SHAW",4,1,.8,.2,5,1,0,0,0
"SHAWNTAY",0,6,0,1,6,0,1,0,1
"SHE",0,6,0,1,6,0,1,0,1
"SHEN",1,1,.5,.5,2,0,0,0,0
"SHENAE",0,5,0,1,5,0,1,0,1
"SHERICA",0,7,0,1,7,0,1,0,1
"SHERISSE",0,4,0,1,4,0,1,0,1
"SHERROD",4,1,.8,.2,5,1,0,0,0
"SHEYLA",0,3,0,1,3,0,1,0,1
"SHIBU",4,0,1,0,4,1,0,1,0
"SHIH",3,1,.75,.25,4,0,0,0,0
"SHIMRIT",0,5,0,1,5,0,1,0,1
"SHIVON",2,4,.3333333,.6666667,6,0,0,0,0
"SHOBA",0,4,0,1,4,0,1,0,1
"SHOHEI",5,0,1,0,5,1,0,1,0
"SHONTAY",0,4,0,1,4,0,1,0,1
"SHUVO",4,0,1,0,4,1,0,1,0
"SIGFREDO",5,0,1,0,5,1,0,1,0
"SIGMUND",7,0,1,0,7,1,0,1,0
"SILA",1,3,.25,.75,4,0,0,0,0
"SILVESTRE",7,0,1,0,7,1,0,1,0
"SIMPSON",3,1,.75,.25,4,0,0,0,0
"SKENDER",6,0,1,0,6,1,0,1,0
"SLEEPY",3,1,.75,.25,4,0,0,0,0
"SMOOTH",5,0,1,0,5,1,0,1,0
"SNEAKER",5,1,.8333333,.1666667,6,1,0,0,0
"SOBIA",0,4,0,1,4,0,1,0,1
"SOLE",2,4,.3333333,.6666667,6,0,0,0,0
"SOOMIN",0,2,0,1,2,0,1,0,1
"SOOYEON",0,5,0,1,5,0,1,0,1
"SOUFIANE",5,0,1,0,5,1,0,1,0
"SOULEYMANE",5,0,1,0,5,1,0,1,0
"SOURAV",6,0,1,0,6,1,0,1,0
"SPENCE",2,1,.6666667,.3333333,3,0,0,0,0
"SRIKANTH",6,0,1,0,6,1,0,1,0
"STACE",1,4,.2,.8,5,0,1,0,0
"STEFFIE",0,3,0,1,3,0,1,0,1
"STEFFY",0,2,0,1,2,0,1,0,1
"STEFON",6,0,1,0,6,1,0,1,0
"STELA",0,6,0,1,6,0,1,0,1
"SUBASH",5,0,1,0,5,1,0,1,0
"SUK",4,2,.6666667,.3333333,6,0,0,0,0
"SULY",1,6,.1428571,.8571429,7,0,1,0,0
"SUMAYA",0,2,0,1,2,0,1,0,1
"SUNI",0,3,0,1,3,0,1,0,1
"SUREN",2,0,1,0,2,1,0,1,0
"SURENDRA",6,0,1,0,6,1,0,1,0
"SUZE",0,5,0,1,5,0,1,0,1
"SYDELLE",0,7,0,1,7,0,1,0,1
"SYLVAN",4,0,1,0,4,1,0,1,0
"TACO",6,0,1,0,6,1,0,1,0
"TAIESHA",0,3,0,1,3,0,1,0,1
"TAJI",4,2,.6666667,.3333333,6,0,0,0,0
"TAKAHIRO",5,0,1,0,5,1,0,1,0
"TAKEISHA",0,4,0,1,4,0,1,0,1
"TAKEYA",0,4,0,1,4,0,1,0,1
"TAKU",3,1,.75,.25,4,0,0,0,0
"TAKUYA",8,0,1,0,8,1,0,1,0
"TALIAH",0,5,0,1,5,0,1,0,1
"TALIB",5,0,1,0,5,1,0,1,0
"TALITA",0,5,0,1,5,0,1,0,1
"TAMARAH",0,2,0,1,2,0,1,0,1
"TANISHIA",0,6,0,1,6,0,1,0,1
"TASHAWNA",0,6,0,1,6,0,1,0,1
"TASHEEMA",0,5,0,1,5,0,1,0,1
"TASHIKA",0,6,0,1,6,0,1,0,1
"TASNEEM",1,4,.2,.8,5,0,1,0,0
"TASOS",4,0,1,0,4,1,0,1,0
"TATA",2,5,.2857143,.7142857,7,0,0,0,0
"TEGAN",1,6,.1428571,.8571429,7,0,1,0,0
"TEK",3,1,.75,.25,4,0,0,0,0
"TENA",0,4,0,1,4,0,1,0,1
"TEVON",6,0,1,0,6,1,0,1,0
"THANDI",0,5,0,1,5,0,1,0,1
"THEMIS",4,0,1,0,4,1,0,1,0
"THEOPHILUS",7,0,1,0,7,1,0,1,0
"THU",2,1,.6666667,.3333333,3,0,0,0,0
"THUY",0,5,0,1,5,0,1,0,1
"TIERA",0,4,0,1,4,0,1,0,1
"TIFFANEY",0,4,0,1,4,0,1,0,1
"TIJANA",0,4,0,1,4,0,1,0,1
"TIKA",0,4,0,1,4,0,1,0,1
"TILL",4,0,1,0,4,1,0,1,0
"TIMA",0,3,0,1,3,0,1,0,1
"TIMOTHEE",4,0,1,0,4,1,0,1,0
"TIPHAINE",1,1,.5,.5,2,0,0,0,0
"TIRA",0,4,0,1,4,0,1,0,1
"TISHAWN",3,4,.4285714,.5714286,7,0,0,0,0
"TOMA",2,1,.6666667,.3333333,3,0,0,0,0
"TOMIKA",0,5,0,1,5,0,1,0,1
"TON",2,0,1,0,2,1,0,1,0
"TONNY",6,0,1,0,6,1,0,1,0
"TOPAZ",2,4,.3333333,.6666667,6,0,0,0,0
"TORIA",0,6,0,1,6,0,1,0,1
"TOSH",4,0,1,0,4,1,0,1,0
"TOULA",0,6,0,1,6,0,1,0,1
"TOURE",3,1,.75,.25,4,0,0,0,0
"TRINH",3,2,.6,.4,5,0,0,0,0
"TRISTEN",3,2,.6,.4,5,0,0,0,0
"TRISTIAN",6,1,.8571429,.1428571,7,1,0,0,0
"TRUMAN",8,0,1,0,8,1,0,1,0
"TUGBA",0,2,0,1,2,0,1,0,1
"TULLY",4,1,.8,.2,5,1,0,0,0
"TUNA",7,0,1,0,7,1,0,1,0
"TUNISIA",0,5,0,1,5,0,1,0,1
"UDAYAN",4,0,1,0,4,1,0,1,0
"UMI",2,2,.5,.5,4,0,0,0,0
"USAMA",5,0,1,0,5,1,0,1,0
"VANNESSA",0,6,0,1,6,0,1,0,1
"VEDAT",6,0,1,0,6,1,0,1,0
"VEDRAN",3,0,1,0,3,1,0,1,0
"VERNICE",0,4,0,1,4,0,1,0,1
"VIA",0,2,0,1,2,0,1,0,1
"VIANNEY",0,4,0,1,4,0,1,0,1
"VICTOIRE",0,4,0,1,4,0,1,0,1
"VIET",4,1,.8,.2,5,1,0,0,0
"VIJAYA",0,3,0,1,3,0,1,0,1
"VIKTORIJA",0,4,0,1,4,0,1,0,1
"VINICIUS",5,0,1,0,5,1,0,1,0
"VIOLAINE",0,4,0,1,4,0,1,0,1
"VIP",5,3,.625,.375,8,0,0,0,0
"VISAR",5,0,1,0,5,1,0,1,0
"VIVIENE",0,5,0,1,5,0,1,0,1
"VOLKER",4,0,1,0,4,1,0,1,0
"VOLODYMYR",8,0,1,0,8,1,0,1,0
"VU",5,1,.8333333,.1666667,6,1,0,0,0
"VYACHESLAV",3,0,1,0,3,1,0,1,0
"WAFA",0,3,0,1,3,0,1,0,1
"WERONIKA",0,2,0,1,2,0,1,0,1
"WILFRIDO",7,0,1,0,7,1,0,1,0
"WIOLETTA",0,6,0,1,6,0,1,0,1
"WOLE",5,0,1,0,5,1,0,1,0
"XIAOYAN",0,3,0,1,3,0,1,0,1
"YAHIRA",0,5,0,1,5,0,1,0,1
"YALI",1,5,.1666667,.8333333,6,0,1,0,0
"YAMILETH",0,6,0,1,6,0,1,0,1
"YANETH",0,3,0,1,3,0,1,0,1
"YANIRIS",0,6,0,1,6,0,1,0,1
"YANIS",3,2,.6,.4,5,0,0,0,0
"YARIV",3,0,1,0,3,1,0,1,0
"YASSIN",6,0,1,0,6,1,0,1,0
"YEIMY",0,3,0,1,3,0,1,0,1
"YEISON",4,0,1,0,4,1,0,1,0
"YEJIN",0,8,0,1,8,0,1,0,1
"YENIFER",0,6,0,1,6,0,1,0,1
"YESICA",0,3,0,1,3,0,1,0,1
"YESIM",0,3,0,1,3,0,1,0,1
"YESSY",0,5,0,1,5,0,1,0,1
"YIANNIS",6,0,1,0,6,1,0,1,0
"YIM",1,3,.25,.75,4,0,0,0,0
"YINA",0,5,0,1,5,0,1,0,1
"YOGITA",0,6,0,1,6,0,1,0,1
"YOMAYRA",0,6,0,1,6,0,1,0,1
"YOURI",4,0,1,0,4,1,0,1,0
"YOUSUF",4,0,1,0,4,1,0,1,0
"YUDA",4,0,1,0,4,1,0,1,0
"YUJIN",1,4,.2,.8,5,0,1,0,0
"YUUKI",4,2,.6666667,.3333333,6,0,0,0,0
"ZAMAN",4,0,1,0,4,1,0,1,0
"ZEHAVA",0,5,0,1,5,0,1,0,1
"ZELJKO",6,0,1,0,6,1,0,1,0
"ZEVI",4,0,1,0,4,1,0,1,0
"ZHAN",2,1,.6666667,.3333333,3,0,0,0,0
"ZOBEIDA",0,3,0,1,3,0,1,0,1
"ZSUZSANNA",0,7,0,1,7,0,1,0,1
"ZUBIN",5,0,1,0,5,1,0,1,0
"ABBA",6,0,1,0,6,1,0,1,0
"ABDULAZIZ",5,0,1,0,5,1,0,1,0
"ABDULRAHMAN",5,0,1,0,5,1,0,1,0
"ABDUR",5,0,1,0,5,1,0,1,0
"ABELARDO",5,0,1,0,5,1,0,1,0
"ABRA",0,2,0,1,2,0,1,0,1
"ABUBAKAR",5,0,1,0,5,1,0,1,0
"ADAIR",0,4,0,1,4,0,1,0,1
"ADANA",0,4,0,1,4,0,1,0,1
"ADEBOLA",0,3,0,1,3,0,1,0,1
"ADEDAYO",3,1,.75,.25,4,0,0,0,0
"ADEN",0,2,0,1,2,0,1,0,1
"ADIEL",6,0,1,0,6,1,0,1,0
"ADIT",3,1,.75,.25,4,0,0,0,0
"ADLER",4,0,1,0,4,1,0,1,0
"ADRIENE",1,5,.1666667,.8333333,6,0,1,0,0
"AFFAN",3,0,1,0,3,1,0,1,0
"AFRIM",3,0,1,0,3,1,0,1,0
"AHYOUNG",0,4,0,1,4,0,1,0,1
"AILSA",0,4,0,1,4,0,1,0,1
"AINE",0,4,0,1,4,0,1,0,1
"AINSWORTH",6,0,1,0,6,1,0,1,0
"AKARI",0,3,0,1,3,0,1,0,1
"AKEISHA",0,2,0,1,2,0,1,0,1
"ALBI",6,0,1,0,6,1,0,1,0
"ALBION",6,0,1,0,6,1,0,1,0
"ALDA",0,4,0,1,4,0,1,0,1
"ALDONA",0,3,0,1,3,0,1,0,1
"ALEAH",0,4,0,1,4,0,1,0,1
"ALEEN",0,5,0,1,5,0,1,0,1
"ALEISHA",0,3,0,1,3,0,1,0,1
"ALEV",0,3,0,1,3,0,1,0,1
"ALEXSA",0,5,0,1,5,0,1,0,1
"ALFONSINA",0,5,0,1,5,0,1,0,1
"ALFREDA",0,4,0,1,4,0,1,0,1
"ALIKI",0,2,0,1,2,0,1,0,1
"ALIM",3,0,1,0,3,1,0,1,0
"ALIS",0,2,0,1,2,0,1,0,1
"ALIXANDRA",0,3,0,1,3,0,1,0,1
"ALMIR",4,0,1,0,4,1,0,1,0
"ALMOG",2,1,.6666667,.3333333,3,0,0,0,0
"ALPANA",0,4,0,1,4,0,1,0,1
"ALPESH",6,0,1,0,6,1,0,1,0
"ALWIN",3,0,1,0,3,1,0,1,0
"ALYX",1,2,.3333333,.6666667,3,0,0,0,0
"AMADI",2,2,.5,.5,4,0,0,0,0
"AMADOR",4,0,1,0,4,1,0,1,0
"AMARJIT",4,0,1,0,4,1,0,1,0
"AMETHYST",0,2,0,1,2,0,1,0,1
"AMGAD",3,0,1,0,3,1,0,1,0
"AMIEE",0,4,0,1,4,0,1,0,1
"AMIL",3,0,1,0,3,1,0,1,0
"AMMON",3,0,1,0,3,1,0,1,0
"ANALI",0,4,0,1,4,0,1,0,1
"ANDREANA",0,2,0,1,2,0,1,0,1
"ANDRENE",0,7,0,1,7,0,1,0,1
"ANDRU",5,0,1,0,5,1,0,1,0
"ANESHA",0,6,0,1,6,0,1,0,1
"ANETTA",0,2,0,1,2,0,1,0,1
"ANEUDY",4,0,1,0,4,1,0,1,0
"ANGELENE",0,5,0,1,5,0,1,0,1
"ANIKO",0,3,0,1,3,0,1,0,1
"ANIQA",0,4,0,1,4,0,1,0,1
"ANJANETTE",0,5,0,1,5,0,1,0,1
"ANJEL",1,3,.25,.75,4,0,0,0,0
"ANKE",0,3,0,1,3,0,1,0,1
"ANNA-LISA",0,2,0,1,2,0,1,0,1
"ANNERIS",0,4,0,1,4,0,1,0,1
"ANNIA",0,6,0,1,6,0,1,0,1
"ANNU",0,3,0,1,3,0,1,0,1
"ANSELM",6,0,1,0,6,1,0,1,0
"ANSELMO",6,0,1,0,6,1,0,1,0
"ANSHUMAN",4,0,1,0,4,1,0,1,0
"ANSLEY",0,4,0,1,4,0,1,0,1
"ANTJE",0,5,0,1,5,0,1,0,1
"ANTONIOS",2,0,1,0,2,1,0,1,0
"ANUM",0,3,0,1,3,0,1,0,1
"AQSA",0,3,0,1,3,0,1,0,1
"AREK",5,0,1,0,5,1,0,1,0
"AREN",2,1,.6666667,.3333333,3,0,0,0,0
"ARIADNE",0,2,0,1,2,0,1,0,1
"ARISTIDE",2,0,1,0,2,1,0,1,0
"ARLENY",1,3,.25,.75,4,0,0,0,0
"ARLINDA",0,4,0,1,4,0,1,0,1
"ARMAAN",3,0,1,0,3,1,0,1,0
"ARTIST",2,3,.4,.6,5,0,0,0,0
"ARTO",6,0,1,0,6,1,0,1,0
"ARYA",3,0,1,0,3,1,0,1,0
"ASAMI",0,2,0,1,2,0,1,0,1
"ASHELY",1,3,.25,.75,4,0,0,0,0
"ASHIQ",5,0,1,0,5,1,0,1,0
"ASHU",1,2,.3333333,.6666667,3,0,0,0,0
"ASTRIT",4,0,1,0,4,1,0,1,0
"ATIA",0,2,0,1,2,0,1,0,1
"ATIT",4,0,1,0,4,1,0,1,0
"ATTILIO",6,0,1,0,6,1,0,1,0
"AUDRY",1,6,.1428571,.8571429,7,0,1,0,0
"AUGUSTE",5,0,1,0,5,1,0,1,0
"AUNDRE",4,0,1,0,4,1,0,1,0
"AUREL",2,0,1,0,2,1,0,1,0
"AVRAM",3,0,1,0,3,1,0,1,0
"AVROM",2,0,1,0,2,1,0,1,0
"AVTAR",4,0,1,0,4,1,0,1,0
"AYAL",4,0,1,0,4,1,0,1,0
"AYAN",1,1,.5,.5,2,0,0,0,0
"AYANO",0,3,0,1,3,0,1,0,1
"AYLEEN",0,2,0,1,2,0,1,0,1
"AYODEJI",4,0,1,0,4,1,0,1,0
"AYTAC",3,0,1,0,3,1,0,1,0
"AYTEKIN",4,0,1,0,4,1,0,1,0
"AZURE",0,3,0,1,3,0,1,0,1
"BABIE",1,4,.2,.8,5,0,1,0,0
"BADR",5,0,1,0,5,1,0,1,0
"BAH",5,1,.8333333,.1666667,6,1,0,0,0
"BANKS",6,0,1,0,6,1,0,1,0
"BARNARD",1,2,.3333333,.6666667,3,0,0,0,0
"BARNETT",5,1,.8333333,.1666667,6,1,0,0,0
"BARTLEY",1,1,.5,.5,2,0,0,0,0
"BASAK",0,4,0,1,4,0,1,0,1
