author,firstname,gender
"Harris Dellas","HARRIS","Male"
"Cosmin L. Ilut","COSMIN","Male"
"Fernando E. Alvarez","FERNANDO","Male"
"Francesco Lippi","FRANCESCO","Male"
"Herve Le Bihan","HERVE","Male"
"Jihee Kim","JIHEE","Female"
"Angus Deaton","ANGUS","Male"
"Alexandra Roulet","ALEXANDRA","Female"
"Carl-Johan Dalgaard","CAR","Male"
"Pablo Selaya","PABLO","Male"
"Francesco Cinnirella","FRANCESCO","Male"
"Erik Hornung","ERIK","Male"
"Michael Koenig","MICHAEL","Male"
"Ruixue Jia","RUIXUE","Female"
"Ying Bai","YING","Male"
"Morten Olsen","MORTEN","Male"
"Mathieu Couttenier","MATHIEU","Male"
"Marc Sangnier","MARC","Male"
"Jean-Michel Lasry","JEA","Male"
"Yves Achdou","YVES","Male"
"Pierre-Louis Lions","PIERR","Male"
"Sanjog Misra, University of California","SANJOG","Male"
"Maria Ana Vitorino","MARIA","Female"
"Elisabeth Honka","ELISABETH","Female"
"Jean-Pierre H. Dube","JEA","Male"
"Ali Yurukoglu","ALI","Male"
"Peter Rossi, University of California","PETER","Male"
"Karunakaran Sudhir","KARUNAKARAN","Male"
"Nathan Yang","NATHAN","Male"
"Stephen Seiler","STEPHEN","Male"
"Humboldt Univeristy","HUMBOLDT","Unknown"
"Wesley Hartmann","WESLEY","Male"
"Daniel Klapper","DANIEL","Male"
"Seth I. Stephens-Davidowitz","SETH","Male"
"Hal Varian","HAL","Male"
"Akshaya Jha","AKSHAYA","Male"
"Jon Levin","JON","Male"
"Peter Cramton","PETER","Male"
"John Shim","JOHN","Male"
"Joseph Hogan","JOSEPH","Male"
"Kate Ho","KATE","Female"
"Benjamin Handel, University of California","BENJAMIN","Male"
"Juanita Gonzalez-Uribe","JUANITA","Female"
"Moqi Xu","MOQI","Female"
"Julian Atanassov","JULIAN","Male"
"Xiaoding Liu","XIAODING","Female"
"Manpreet Singh","MANPREET","Male"
"Joint   Austan Goolsbee","JOIN","Male"
"Abhiroop Mukherjee","ABHIROOP","Male"
"Alminas Zaldokas","ALMINAS","Male"
"Pierre Azoulay","PIERRE","Male"
"Florenta Teodoridis","FLORENTA","Female"
"Tim Bresnahan","TIM","Male"
"Edward Egan","EDWARD","Male"
"Scott Duke. Kominers","SCOTT","Male"
"Fiona Scott-Morton","FIONA","Female"
"Kevin A. Bryan","KEVIN","Male"
"Eva C. Guinan","EVA","Female"
"Ben Golub","BEN","Male"
"Christoph Bertsch","CHRISTOPH","Male"
"Toni Ahnert","TONI","Male"
"Stefano Rossi","STEFANO","Male"
"Julien Bengui","JULIEN","Male"
"Doireann Fitzgerald","DOIREANN","Female"
"Stefanie Haller","STEFANIE","Female"
"Tarek Alexander Hassan","TAREK","Male"
"Rui Mano","RUI","Male"
"Ozge Akinci","OZGE","Female"
"Robert Dekle","ROBERT","Male"
"Jesper Linde","JESPER","Male"
"Olivier Blanchard","OLIVIER","Male"
"Emmanuel Fahri","EMMANUEL","Male"
"Christopher Erceg","CHRISTOPHER","Male"
"Javier Cravino","JAVIER","Male"
"Tim Schmidt-Eisenlohr","TIM","Male"
"Alberto F. Cavallo","ALBERTO","Male"
"Oleksandr Talavera","OLEKSANDR","Male"
"Vivian Yue","VIVIAN","Female"
"Ceyhun Bora Durdu","CEYHUN","Male"
"Andreas Stathopoulos","ANDREAS","Male"
"Karen K. Lewis","KAREN","Female"
"Silvia Miranda Agrippino","SILVIA","Female"
"Kei-Mu Yi","KE","Male"
"Hyeok Jeong","HYEOK","Male"
"Gabriel Felbermayr","GABRIEL","Male"
"Giammario Impullitti","GIAMMARIO","Male"
"Don Davis","DON","Male"
"Cecile Gaubert","CECILE","Female"
"Kerem Cosar","KEREM","Male"
"Pravin Krishna","PRAVIN","Male"
"Andrei Zlate","ANDREI","Male"
"Federico S. Mandelman","FEDERICO","Male"
"Marco Gonzalez-Navarro","MARCO","Male"
"Adam Osman","ADAM","Male"
"Jim Tybout","JIM","Male"
"Pierre-Daniel Sarte","PIERR","Male"
"Teresa C. Fort","TERESA","Female"
"James Feyrer","JAMES","Male"
"Ina Simonovska","INA","Female"
"Sebastian Stumpner","SEBASTIAN","Male"
"Thepthida Sopraseuth","THEPTHIDA","Female"
"François Langot","FRA","Male"
"Lars Lefgren","LARS","Male"
"Olga B. Stoddard","OLGA","Female"
"David Sims","DAVID","Male"
"Arash Nekoei","ARASH","Male"
"Mette Foged","METTE","Female"
"Nathaniel Hendren","NATHANIEL","Male"
"Stefano Della Vigna","STEFANO","Male"
"Rucker Johnson","RUCKER","Male"
"Judd Kessler","JUDD","Male"
"Ioana Marinescu","IOANA","Female"
"Antonella Tutino","ANTONELLA","Female"
"Paulina Restrepo-Echavarria","PAULINA","Female"
"Rob Shimer","ROB","Male"
"Rachel Ngai","RACHEL","Female"
"Georg Duernecker","GEORG","Male"
"Thibaut Lamadon","THIBAUT","Male"
"Felix Koenig","FELIX","Male"
"Florian Hoffmann","FLORIAN","Male"
"Ilse Lindenlaub","ILSE","Female"
"Dominik Sachs","DOMINIK","Male"
"Sebastian Findeisen","SEBASTIAN","Male"
"Jasmina Hasanhodzic","JASMINA","Female"
"Laurence J. Kotlikoff","LAURENCE","Male"
"Hitoshi Tsujiyama","HITOSHI","Male"
"Musab Kurnaz","MUSAB","Male"
"Christopher Sleet","CHRISTOPHER","Male"
"Alejandro Badel","ALEJANDRO","Male"
"Mark Huggett","MARK","Male"
"Gueorgui Kambourov","GUEORGUI","Male"
"Daphne Chen","DAPHNE","Female"
"Juan Suarez","JUAN","Male"
"Christopher Phelan","CHRISTOPHER","Male"
"Yongseok Shin","YONGSEOK","Male"
"Alessandro Dovis","ALESSANDRO","Male"
"Varadarajan V. Chari","VARADARAJAN","Male"
"Ezra Oberfield","EZRA","Male"
"Dominick Bartelme","DOMINICK","Male"
"Peter J. Klenow","PETER","Male"
"Michael F. Bryan","MICHAEL","Male"
"Matthew Baron","MATTHEW","Male"
"Amir Kermani","AMIR","Male"
"Patrick Van Horn","PATRICK","Male"
"Johannes F. Wieland","JOHANNES","Male"
"Fan Dora Xia","FAN","Female"
"Anna Cieslak","ANNA","Female"
"John H. Cochrane","JOHN","Male"
"Michael McMahon","MICHAEL","Male"
"Stephen Eliot. Hansen","STEPHEN","Male"
"Tao Wu","TAO","Male"
"Craig Olson","CRAIG","Male"
"David C. Chan","DAVID","Male"
"Jonathan S.. Leonard","JONATHAN","Male"
"Christopher T. Stanton","CHRISTOPHER","Male"
"Asim Ijaz Khwaja","ASIM","Male"
"Adnan Khan","ADNAN","Male"
"Michael Housman","MICHAEL","Male"
"Stephen V. Burks","STEPHEN","Male"
"Bo Cowgill","BO","Male"
"Yaw Nyarko","YAW","Male"
"Ignacio Ortuno-Ortin","IGNACIO","Male"
"Michael I. Norton","MICHAEL","Male"
"Stephanie Stantcheva","STEPHANIE","Female"
"Raquel Fernandez","RAQUEL","Female"
"Rose Khattar","ROSE","Female"
"Jesse Shapiro","JESSE","Male"
"Eliana La Ferrara","ELIANA","Female"
"Todd Mitton","TODD","Male"
"James Kwak","JAMES","Male"
"Simon Johnson","SIMON","Male"
"Patrick Francois","PATRICK","Male"
"Chris A. Bidner","CHRIS","Male"
"Gerard Padro-i-Miquel","GERARD","Male"
"David S. Miller","DAVID","Male"
"Aniol Llorente-Saguer","ANIOL","Male"
"Jan Zapal","JAN","Male"
"Ying Chen","YING","Female"
"Hulya K. Eraslan","HULYA","Female"
"S. Nageeb Ali","NAGEEB","Male"
"B. Douglas Bernheim","DOUGLAS","Male"
"Xiaochen Fan","XIAOCHEN","Female"
"Qingmin Liu","QINGMIN","Male"
"Snehal Banerjee","SNEHAL","Male"
"Arlene Wong","ARLENE","Female"
"Northwestern University","NORTHWESTERN","Unknown"
"Oleksiy Kryvtsov","OLEKSIY","Male"
"Nicholas Trachter","NICHOLAS","Male"
"Andrea Pozzi","ANDREA","Male"
"David López-Salido","DAVID","Male"
"Juan Ospina","JUAN","Male"
"James Mahon","JAMES","Male"
"Nadja Dwenger","NADJA","Female"
"Joan Monras","JOAN","Female"
"Albert Saiz","ALBERT","Male"
"Lucas W. Davis","LUCAS","Male"
"Alexander W. Bartik","ALEXANDER","Male"
"Kyle Mangum","KYLE","Male"
"Anthony A. DeFusco","ANTHONY","Male"
"Andrew Paciorek","ANDREW","Male"
"Philip Strahan","PHILIP","Male"
"Ralf Meisenzahl","RALF","Male"
"Massimiliano Caporin","MASSIMILIANO","Male"
"Joao Granja","JOAO","Male"
"Antonio Miscio","ANTONIO","Male"
"Simon Alder","SIMON","Male"
"Gianmarco Ottaviano","GIANMARCO","Male"
"Jorge De la Roca","JORGE","Male"
"Federico Boffa","FEDERICO","Male"
"Christopher Berry","CHRISTOPHER","Male"
"Amedeo Piolatto","AMEDEO","Male"
"Luc Christiaensen","LUC","Male"
"Marina Gindelsky","MARINA","Female"
"Remi C. Jedwab","REMI","Male"
"Daniel W. Shoag","DANIEL","Male"
"Stan A. Veuger","STAN","Male"
"Alexander Rothenberg","ALEXANDER","Male"
"Arya Gaduh","ARYA","Male"
"Samuel Bazzi","SAMUEL","Male"
"Ahmed Mushfiq Mobarak","AHMED","Male"
"Fudan University","FUDAN","Unknown"
"Zhi Wang","ZHI","Male"
"Alain Bertaud","ALAIN","Male"
"Owen M. Zidar","OWEN","Male"
"Maarten van Rooij","MAARTEN","Male"
"Dimitris Georgarakos","DIMITRIS","Male"
"Dimitris Christelis","DIMITRIS","Male"
"Mary Ann Bronson","MARY","Female"
"Ran Gu","RAN","Male"
"Aaron Hedlund","AARON","Male"
"Christopher M. Herrington","CHRISTOPHER","Male"
"Didem Tuzemen","DIDEM","Female"
"David Domeij","DAVID","Male"
"Rocio Madera","ROCIO","Female"
"Christopher Busch","CHRISTOPHER","Male"
"Evgeny Yakovlev","EVGENY","Male"
"Giovanni Gallipoli","GIOVANNI","Male"
"Brant Abbott","BRANT","Male"
"Jeffrey P. Thompson","JEFFREY","Male"
"Jonathan D. Fisher","JONATHAN","Male"
"David Johnson","DAVID","Male"
"Timothy Smeeding","TIMOTHY","Male"
"Michael C. Best","MICHAEL","Male"
"James S. Cloyne","JAMES","Male"
"Alessandro Mennuni","ALESSANDRO","Male"
"Agnes Kovacs","AGNES","Female"
"Deniz Aydin","DENIZ","Male"
"Yu Zheng","YU","Female"
"Jesse Bricker","JESSE","Male"
"Claudia R. Sahm","CLAUDIA","Female"
"Jacob Krimmel","JACOB","Male"
"Thomas McGuire","THOMAS","Male"
"Timothy J. Layton","TIMOTHY","Male"
"Randall P. Ellis","RANDALL","Male"
"Laura R.. Wherry","LAURA","Female"
"Robert Kaestner","ROBERT","Male"
"Emma Aguila","EMMA","Female"
"Francisco Perez-Arce","FRANCISCO","Male"
"Stefan Staubli","STEFAN","Male"
"Andreas R. Kostol","ANDREAS","Male"
"Manasi A. Deshpande","MANASI","Female"
"Guglielmo Weber","GUGLIELMO","Male"
"Chiara Dal Bianco","CHIARA","Female"
"Martina Celidoni","MARTINA","Female"
"Rodrigo Lluberas","RODRIGO","Male"
"Melanie Luhrmann","MELANIE","Female"
"Mark Shepard","MARK","Male"
"Itzik Fadlon","ITZIK","Male"
"Shelby Lin","SHELBY","Male"
"Benjamin Scuderi","BENJAMIN","Male"
"Nicholas Turner","NICHOLAS","Male"
"Sarah Abraham","SARAH","Female"
"Michael Stepner","MICHAEL","Male"
"Joshua B. Hurwitz","JOSHUA","Male"
"Ithai Lurie","ITHAI","Male"
"David W. Brown","DAVID","Male"
"Kurt J. Lavetti","KURT","Male"
"Amelie C. Wuppermann","AMELIE","Female"
"Bo Zhou","BO","Male"
"Darius N. Lakdawalla","DARIUS","Male"
"Abby Alpert","ABBY","Female"
"Maria D. Fitzpatrick","MARIA","Female"
"Timothy J. Moore","TIMOTHY","Male"
"Daniel Miller","DANIEL","Male"
"Philip Armour","PHILIP","Male"
"George J. Borjas","GEORGE","Male"
"Italo Lopez-Garcia","ITALO","Male"
"George M. Constantinides","GEORGE","Male"
"Stanford University","STANFORD","Male"
"Piotr Dworczak","PIOTR","Male"
"Howard Kung","HOWARD","Male"
"Lukas D. Schmid","LUKAS","Male"
"Alexandre Corhay","ALEXANDRE","Male"
"Erik Loualiche","ERIK","Male"
"Fang Yang","FANG","Female"
"Benjamin Golez","BENJAMIN","Male"
"Jonathan Lewellen","JONATHAN","Male"
"Marianne Andries","MARIANNE","Female"
"Andrey Malenko","ANDREY","Male"
"Ulf Axelson","ULF","Male"
"Igor Makarov","IGOR","Male"
"Shrihari Santosh","SHRIHARI","Male"
"Serhiy Kozak","SERHIY","Male"
"Jaroslav Borovička","JAROSLAV","Unknown"
"Daniel Paravisini","DANIEL","Male"
"Patrick Nolen","PATRICK","Male"
"Jonathan James","JONATHAN","Male"
"Michele Belot","MICHELE","Female"
"Economic Research Service","ECONOMIC","Unknown"
"Ilya Rahkovsky","ILYA","Male"
"Molly Schnell","MOLLY","Female"
"Silvia Prina","SILVIA","Female"
"Anya Savikhin Samek","ANYA","Female"
"Manuela Angelucci","MANUELA","Female"
"Andrew K. Rose","ANDREW","Male"
"Stijn Claessens","STIJN","Male"
"Tomasz Wieladek","TOMASZ","Male"
"Anya V. Kleymenova","ANYA","Female"
"Nicolae B. Garleanu","NICOLAE","Male"
"Frederico Belo","FREDERICO","Male"
"Fan Yang","FAN","Male"
"Ariel Zetlin-Jones","ARIEL","Male"
"Juliane Begenau","JULIANE","Female"
"Juliana Salomao","JULIANA","Female"
"Adriano A. Rampini","ADRIANO","Male"
"Vish Viswanathan","VISH","Male"
"Nicolas Serrano-Velarde","NICOLAS","Male"
"Emanuele Tarantino","EMANUELE","Male"
"Kristopher Gerardi","KRISTOPHER","Male"
"Scott Frame","SCOTT","Male"
"Julian Kozlowski","JULIAN","Male"
"Natalie Bau","NATALIE","Female"
"Edson R. Severnini","EDSON","Male"
"Karen Clay","KAREN","Female"
"Scott S. Lee","SCOTT","Male"
"Delia Furtado","DELIA","Female"
"Katherine H. Meckel","KATHERINE","Female"
"Evelina Lundberg","EVELINA","Female"
"M岴en Palme","EN","Unknown"
"Sandra Black","SANDRA","Female"
"Kaveh Majlesi","KAVEH","Male"
"Paul J. Devereux","PAUL","Male"
"Petter Lundborg","PETTER","Male"
"Leah Kitashima","LEAH","Female"
"Nathaniel Hilger","NATHANIEL","Male"
"Martine Mariotti","MARTINE","Female"
"Andreas Fagereng","ANDREAS","Male"
"Egor V. Matveyev","EGOR","Male"
"Marieke Bos","MARIEKE","Female"
"Kasper Roszbach","KASPER","Male"
"Arevik Avedian","AREVIK","Female"
"Marc D. Weidenmier","MARC","Male"
"Karen Shen","KAREN","Female"
"Taylor D. Nadauld","TAYLOR","Male"
"Egon Zakrašjek","EGON","Male"
"Sanket A. Korgaonkar","SANKET","Male"
"Ian R. Appel","IAN","Male"
"Nadya Malenko","NADYA","Female"
"Todd Gormley","TODD","Male"
"Donald Keim","DONALD","Male"
"Douglas W. Diamond","DOUGLAS","Male"
"Yunzhi Hu","YUNZHI","Male"
"Heitor Alemeida","HEITOR","Male"
"Christian Hirsch","CHRISTIAN","Male"
"Tim Eisert","TIM","Male"
"Christian Eufinger","CHRISTIAN","Male"
"Roni Michaely","RONI","Male"
"Jillian A. Popadak","JILLIAN","Female"
"Christopher Vincent","CHRISTOPHER","Male"
"John Bai","JOHN","Male"
"Gordon M. Phillips","GORDON","Male"
"Geoff Tate","GEOFF","Male"
"Matt Baron","MATT","Male"
"Federal Reserve Board David Scharfstein","FEDERAL","Male"
"Jeffrey Miron","JEFFREY","Male"
"John J. Donohue","JOHN","Male"
"Kyle D. Weber","KYLE","Male"
"Abhay Aneja","ABHAY","Male"
"David Rivers","DAVID","Male"
"Anita Mukherjee","ANITA","Female"
"Graham Denyer Willis","GRAHAM","Male"
"Ben Lessing","BEN","Male"
"Kevin Schnepel","KEVIN","Male"
"Giuliana Carozza","GIULIANA","Female"
"Luke Horvath","LUKE","Male"
"Alesha D. Seroczynski","ALESHA","Female"
"Amy Jobst","AMY","Female"
"William N. Evans","WILLIAM","Male"
"Ignacio Munyo","IGNACIO","Male"
"Martín Rossi","MAR","Male"
"Tom Miles","TOM","Male"
"Crystal Yang","CRYSTAL","Female"
"Rasmus Landerso","RASMUS","Male"
"Jordi Blanes","JORDI","Male"
"Tom Kirchmaier","TOM","Male"
"Jeffrey Fagan","JEFFREY","Male"
"Amanda Geller","AMANDA","Female"
"Namrata Kala","NAMRATA","Female"
"Rachel Glennerster","RACHEL","Female"
"Katherine Casey","KATHERINE","Female"
"Pia M. Basurto","PIA","Female"
"Lorenzo Casaburi","LORENZO","Male"
"Ethan Ligon","ETHAN","Male"
"Anandi Mani","ANANDI","Female"
"Julian C. Jamison","JULIAN","Male"
"Margaret Sheridan","MARGARET","Female"
"Parul Christian","PARUL","Female"
"Abu A. Shamim","ABU","Male"
"Keith P. West","KEITH","Male"
"Alain Labrique","ALAIN","Male"
"Duncan Thomas","DUNCAN","Male"
"Snaebjorn Gunnsteinsson","SNAEBJORN","Male"
"Jonathan Sugimoto","JONATHAN","Male"
"Kelsey Jack","KELSEY","Female"
"Samuel Bell","SAMUEL","Male"
"Christopher Severen","CHRISTOPHER","Male"
"Elizabeth Walker","ELIZABETH","Female"
"Daniel Bjorkegren","DANIEL","Male"
"Stefan Dercon","STEFAN","Male"
"Marcel Fafchamps","MARCEL","Male"
"Andrew F. Zeitlin","ANDREW","Male"
"Jan Willem Gunning","JAN","Male"
"Jamie L. McCasland","JAMIE","Female"
"Morgan L. Hardy","MORGAN","Female"
"Vincent Pons","VINCENT","Male"
"Benjamin Marx","BENJAMIN","Male"
"Cynthia Kinnan","CYNTHIA","Female"
"Emily L. Breza","EMILY","Female"
"Xavier L. Jaravel","XAVIER","Male"
"Neviana Petkova","NEVIANA","Female"
"James Feigenbaum","JAMES","Male"
"Emanuela Cardia","EMANUELA","Female"
"Andriana Bellou","ANDRIANA","Female"
"Leah Platt Boustan","LEAH","Female"
"Matthew E. Kahn","MATTHEW","Male"
"Dora Costa","DORA","Female"
"Garrett Senney","GARRETT","Male"
"Francisca Antman","FRANCISCA","Female"
"Eugene N. White","EUGENE","Male"
"Gisela Rua","GISELA","Female"
"J. Anthony Cookson","ANTHONY","Male"
"Rawley Z. Heimer","RAWLEY","Male"
"James R. Brown","JAMES","Male"
"Charles W. Calomiris","CHARLES","Male"
"The Intergenerational Incidence of Government Old Age Support Esther Redmount","THE","Male"
"Douglas A. Irwin","DOUGLAS","Male"
"Felipe Benguria","FELIPE","Male"
"Michela Giorcelli","MICHELA","Female"
"Research in Progress Richard C. Sutch","RESEARCH","Male"
"Nathan Lane","NATHAN","Male"
"Moritz HP. Schularick","MORITZ","Male"
"Òscar Jordà","SCAR","Male"
"Nicolas L. Ziebarth","NICOLAS","Male"
"Carlos Hernandez","CARLOS","Male"
"Kenneth A. Snowden","KENNETH","Male"
"Sebastián Fleitas","SEBAST","Male"
"Murat Iyigun","MURAT","Male"
"Fabio Canova","FABIO","Male"
"Filippo Ferroni","FILIPPO","Male"
"NBER Martin Schneider","NBER","Male"
"Dario Caldara","DARIO","Male"
"Edward P. Herbst","EDWARD","Male"
"Vadim Khramov","VADIM","Male"
"Giovanni Nicolò","GIOVANNI","Male"
"Dirk Bergemann","DIRK","Male"
"Demian Pouzo","DEMIAN","Male"
"Victoria Vanasco","VICTORIA","Female"
"Charles G. Nathanson","CHARLES","Male"
"Christopher A. Sims","CHRISTOPHER","Male"
"Daniel Gutknecht","DANIEL","Male"
"Michael N. Hasler","MICHAEL","Male"
"John V. Leahy","JOHN","Male"
"Chayawat Ornthanalai","CHAYAWAT","Male"
"Cars Hommes","CARS","Male"
"Katherine B. Coffman","KATHERINE","Female"
"Pedro Bordalo","PEDRO","Male"
"Jose Asturias","JOSE","Male"
"Roberto Ramos","ROBERTO","Male"
"School of Foreign Services in Qatar","SCHOOL","Unknown"
"Nicola Fuchs-Schuendeln","NICOLA","Female"
"Juan M. Sanchez","JUAN","Male"
"Alexander Monge-Naranjo","ALEXANDER","Male"
"Mitch Downey","MITCH","Male"
"Christopher Blattman","CHRISTOPHER","Male"
"Oliver Vanden Eynde","OLIVER","Male"
"Thorsten Rogall","THORSTEN","Male"
"Andrew C. Shaver","ANDREW","Male"
"Philip E. Tetlock","PHILIP","Male"
"Richard Zeckhauser","RICHARD","Male"
"Barbara A. Mellers","BARBARA","Female"
"Joshua D. Baker","JOSHUA","Male"
"Menno Pradhan","MENNO","Male"
"Karthik Muralidharan","KARTHIK","Male"
"Joppe de Ree","JOPPE","Male"
"Halsey Rogers","HALSEY","Male"
"Ofer Malamud","OFER","Male"
"Cristian Pop-Eleches","CRISTIAN","Male"
"Mary Laski","MARY","Female"
"John Papay","JOHN","Male"
"John H. Tyler","JOHN","Male"
"Eric S. Taylor","ERIC","Male"
"Edith Sand","EDITH","Female"
"Parag A. Pathak","PARAG","Male"
"Atila Abdulkadiroğlu","ATILA","Unknown"
"Yusuke Narita","YUSUKE","Male"
"James E. West","JAMES","Male"
"Mark Hoekstra","MARK","Male"
"Barbara Biasi","BARBARA","Female"
"Michael Dahl","MICHAEL","Male"
"Olav Sorenson","OLAV","Male"
"M. Diane Burton","DIANE","Female"
"Sari Kerr","SARI","Female"
"Martin C. Schmalz","MARTIN","Male"
"Monika Schnitzer","MONIKA","Female"
"Martin Watzinger","MARTIN","Male"
"Hans Hvide","HANS","Male"
"Marcelo Ochoa","MARCELO","Male"
"Ravi Bansal","RAVI","Male"
"Dana Kiku","DANA","Female"
"Frederick van der Ploeg","FREDERICK","Male"
"Billy Pizer","BILLY","Male"
"Aart de Zeeuw","AART","Male"
"Peter Cappers","PETER","Male"
"Anna Spurlock","ANNA","Female"
"Judson P. Boomhower","JUDSON","Male"
"Ceren Baysan","CEREN","Female"
"Felipe Gonzalez","FELIPE","Male"
"Marshall Burke","MARSHALL","Male"
"Matthew Kahn","MATTHEW","Male"
"Solomon M. Hsiang","SOLOMON","Male"
"Ian Parry","IAN","Male"
"Lawrence Goulder","LAWRENCE","Male"
"Steve Cicala","STEVE","Male"
"Roberton Williams","ROBERTON","Male"
"Xueying Yu","XUEYING","Female"
"Teevrat Garg","TEEVRAT","Male"
"Chris Severen","CHRIS","Male"
"Ivan Rudik","IVAN","Male"
"Ashley Vissing","ASHLEY","Female"
"Shawn McCoy","SHAWN","Male"
"Andrew Waxman","ANDREW","Male"
"Eyal Frank","EYAL","Male"
"Jesse Burkhardt","JESSE","Male"
"Kathrin Degen","KATHRIN","Female"
"Thorsten Staake","THORSTEN","Male"
"Rafael Lalive","RAFAEL","Male"
"Elgar Fleisch","ELGAR","Male"
"Verena Tiefenbeck","VERENA","Female"
"Vojkan Tasic","VOJKAN","Male"
"Lorenz Goette","LORENZ","Male"
"Marc A. Jeuland","MARC","Male"
"Daniel J. Phaneuf, University of Wisconsin","DANIEL","Male"
"Jie Sheng Tan Soo","JIE","Male"
"Thomas Covert","THOMAS","Male"
"Cynthia Lin","CYNTHIA","Female"
"Corey Lang","COREY","Male"
"Jonathan A. Cook","JONATHAN","Male"
"H. Spencer Banzhaf","SPENCER","Male"
"W. Reed Walker","REED","Male"
"Gary B. Gorton","GARY","Male"
"Peter Kondor","PETER","Male"
"Sebastian Di Tella","SEBASTIAN","Male"
"Claudia Ruiz Ortega","CLAUDIA","Female"
"Bernardo C. Morais","BERNARDO","Male"
"José-Luis Peydró","JO","Male"
"Silvia Goncalves","SILVIA","Female"
"Nour Meddahi","NOUR","Male"
"Prosper Dovonon","PROSPER","Male"
"Ulrich Hounyo","ULRICH","Male"
"George Tauchen","GEORGE","Male"
"Eduardo F. Mendes","EDUARDO","Male"
"Marcelo Medeiros","MARCELO","Male"
"Manfred Kremer","MANFRED","Male"
"Philipp Hartmann","PHILIPP","Male"
"Massimo Guidolin","MASSIMO","Male"
"Daniele Bianchi","DANIELE","Male"
"Oreste Tristani","ORESTE","Male"
"Gianni Amisano","GIANNI","Male"
"Erik Vogt","ERIK","Male"
"Hashem Pesaran","HASHEM","Male"
"Raman Uppal","RAMAN","Male"
"Minchul Shin","MINCHUL","Male"
"Michael D. Bauer","MICHAEL","Male"
"James D. Hamilton","JAMES","Male"
"Zhaoguo Zhan","ZHAOGUO","Male"
"NBER Jonathan Gruber","NBER","Male"
"NBER Boris Vabson","NBER","Male"
"Julie A. Reeder","JULIE","Female"
"Theodore J. Joyce","THEODORE","Male"
"Onur Altindag","ONUR","Male"
"Hyuncheol Bryant Kim","HYUNCHEOL","Male"
"Cornell University","CORNELL","Unknown"
"Booyuel Kim","BOOYUEL","Male"
"Cornell University Drew Hanks","CORNELL","Male"
"John Cawley","JOHN","Male"
"NBER David Just","NBER","Male"
"Ohio State University Brian Wansink","OHIO","Male"
"Adi Shani","ADI","Female"
"Analia Schlosser","ANALIA","Female"
"Andres Liberman","ANDRES","Male"
"Jessica Hayes","JESSICA","Female"
"Jane Dokko","JANE","Female"
"Jeffrey R. Brown","JEFFREY","Male"
"Vimal Balasubramaniam","VIMAL","Male"
"Will S. Dobbie","WILL","Male"
"Matthew J. Botsch","MATTHEW","Male"
"Charles Sprenger","CHARLES","Male"
"Dominc Coey","DOMINC","Male"
"Brennan Platt","BRENNAN","Male"
"Brad Larsen","BRAD","Male"
"Tom Blake","TOM","Male"
"Matthew Backus","MATTHEW","Male"
"Ana Gomez Lemmen Meyer","ANA","Female"
"Peter Rossi","PETER","Male"
"Wilko Schulz-Mahlendorf","WILKO","Male"
"Mariana Garcia Schmidt","MARIANA","Female"
"Benjamin Johannsen","BENJAMIN","Male"
"Ofer Setty","OFER","Male"
"Zvi Eckstein","ZVI","Male"
"David Weiss","DAVID","Male"
"Saten Kumar","SATEN","Male"
"Basile Grassi","BASILE","Male"
"Boston College Nicolas Vincent","BOSTON","Male"
"Duke University","DUKE","Male"
"NBER Rosen Valchev","NBER","Male"
"Dana S. Galizia","DANA","Male"
"Giorgio Chiovelli","GIORGIO","Male"
"Elena Esposito","ELENA","Female"
"Joachim Voth","JOACHIM","Male"
"Allen Zhang","ALLEN","Male"
"Philip Haile","PHILIP","Male"
"Amit Gandhi","AMIT","Male"
"Marc Rysman","MARC","Male"
"Bradley Shapiro","BRADLEY","Male"
"Matt Grennan","MATT","Male"
"Ashley Swanson","ASHLEY","Female"
"Joshua S. Graff Zivin","JOSHUA","Male"
"Bruce A. Weinberg","BRUCE","Male"
"Paul M. Romer","PAUL","Male"
"Daniel Garcia-Macia","DANIEL","Male"
"Fabian Waldinger","FABIAN","Male"
"Alessandro Iaria","ALESSANDRO","Male"
"Andrea Patacconi","ANDREA","Male"
"Sharon Belenzon","SHARON","Female"
"Mitsuru Igami","MITSURU","Male"
"Kosuke Uetake","KOSUKE","Male"
"Alexander M. Bell","ALEXANDER","Male"
"Victoria Larsen","VICTORIA","Female"
"Athene Laws","ATHENE","Female"
"Adam B. Jaffe","ADAM","Male"
"Jason Gush","JASON","Male"
"Thomas G. Wollmann","THOMAS","Male"
"Haris Tabakovic","HARIS","Male"
"INSEAD Robert Ready","INSEAD","Male"
"Riccardo Colacito","RICCARDO","Male"
"Robert J. Hodrick","ROBERT","Male"
"Kent D. Daniel","KENT","Male"
"Zhongjin Lu","ZHONGJIN","Male"
"Francesca Brusa","FRANCESCA","Female"
"Michael Brandt","MICHAEL","Male"
"Irineu E. de Carvalho Filho","IRINEU","Male"
"Jeffrey A. Frankel","JEFFREY","Male"
"Gustavo Adler","GUSTAVO","Male"
"Jenny Tang","JENNY","Female"
"Kenneth D. West","KENNETH","Male"
"Vania Stavrakeva","VANIA","Female"
"Sina T. Ates","SINA","Male"
"George A. Alessandria","GEORGE","Male"
"Felipe Saffie","FELIPE","Male"
"Indiana University Leonardo Martinez","INDIANA","Female"
