"","author","year","gender"
"3353","Yiyi Bai",2018,"F"
"3354","Paul-Olivier Klein",2018,"M"
"3355","Wolfram Elsner",2018,"M"
"3356","Adqas Afzal",2018,"M"
"3357","Guofang Huang",2018,"M"
"3358","Khaladdin Rzayev",2019,"M"
"3359","Miguel Anton",2019,"M"
"3360","Woongsun Yoo",2019,"M"
"3361","Jincheng Tong",2019,"M"
"3362","Jannic Alexander Cutura",2019,"M"
"3363","Mengming Dong",2019,"M"
"3364","Ingomar Krohn",2019,"M"
"3365","Sang-Ook (Simon) Shin",2019,"M"
"3366","Chi-Yang Tsou",2019,"M"
"3367","Chenjie Xu",2019,"M"
"3368","Haofei Zhang",2019,"M"
"3369","Fabian Brunner",2019,"M"
"3370","Sichen Shen",2019,"F"
"3371","Hong Zou",2019,"M"
"3372","Yuguo Liu",2019,"M"
"3373","K. Victor Chow",2019,"M"
"3374","In Ji Jang",2019,"F"
"3375","Hwagyun (Hagen) Kim",2019,"M"
"3376","Shaoting Pi",2019,"M"
"3377","Oleksandr Shcherbakov",2019,"M"
"3378","Gregers Nytoft Rasmussen",2019,"M"
"3379","Thummim Cho",2019,"M"
"3380","Rojhat Avsar",2019,"M"
"3381","Radhakrishnan Gopalan",2019,"M"
"3382","Saktinil Roy",2019,"M"
"3383","Weixiao Wu",2019,"F"
"3384","Xuepeng Liu",2019,"M"
"3385","Aaditya Mattoo",2019,"M"
"3386","Edwyna Harris",2019,"F"
"3387","Esfandiar Maasoumi",2019,"M"
"3388","Wenhua Di",2019,"F"
"3389","Haiyong Liu",2019,"M"
"3390","Nursel Aydiner-Avsar",2019,"F"
"3391","Josepa (Pepita) Miquel-Florensa",2019,"F"
"3392","Zixuan Kevin Wang",2019,"M"
"3393","Aadhaar Verma",2019,"M"
"3394","Yichen Su",2019,"M"
"3395","Nistha Sinha",2019,"F"
"3396","Tomas Paleta",2019,"M"
"3397","Oleksandr Shepotylo",2019,"M"
"3398","Suryadipta Roy",2019,"M"
"3399","Jiasun Li",2019,"M"
"3400","Xingtan Zhang",2019,"M"
"3401","Goulven Rubin",2019,"M"
"3402","Patricia Frances Apps",2019,"F"
"3403","Jose M. Berrospide",2019,"M"
"3404","Illenin Kondo",2019,"M"
"3405","A. Nayena Blankson",2019,"F"
"3406","Jimmeka Guillory",2019,"F"
"3407","Shiqi Xing",2019,"M"
"3408","Debasri Mukherjee",2019,"F"
"3409","Ruoding Shi",2019,"F"
"3410","Nazire Nergiz Dincer",2019,"F"
"3411","Kuan-Heng Chen",2019,"M"
"3412","Taufiq Carnegie Dawood",2019,"M"
"3413","Mayuri Chaturvedi",2019,"F"
"3414","Lingwei Wu",2019,"F"
"3415","Shengmao Cao",2019,"M"
"3416","Ketki Sheth",2019,"F"
"3417","Yusufcan Masatlioglu",2019,"M"
"3418","Agnes Benassy-Quere",2019,"F"
"3419","Jose Luis Peydro",2019,"M"
"3420","Jiaxing You",2019,"M"
"3421","Minwen Li",2019,"F"
"3422","Zeqiong Huang",2019,"F"
"3423","Miaomiao Yu",2019,"F"
"3424","Ruomeng Liu",2019,"M"
"3425","Eunkyu Lee",2019,"M"
"3426","Changyu Yang",2019,"M"
"3427","Mallesh Pai",2019,"M"
"3428","Jieping Ye",2019,"M"
"3429","Lingyo Zhang",2019,"M"
"3430","Yutec Sun",2019,"M"
"3431","Miguel Garcia-Posada",2019,"M"
"3432","Moundir Lassassi",2019,"M"
"3433","Agustin Hurtado",2019,"M"
"3434","Phumsith Mahasuweerachai",2019,"M"
"3435","Anucha Mahariwirasami",2019,"F"
"3436","Ciamac Moallemi",2019,"M"
"3437","Xuetao Huang",2019,"F"
"3438","Juhani Linnainmaa",2019,"M"
"3439","Tse-Chun Lin",2019,"M"
"3440","Marie-Aude Laguna",2019,"F"
"3441","Jiafeng Chen",2019,"M"
"3442","Joao Brogueira de Sousa",2019,"M"
"3443","Sudipto Karmakar",2019,"M"
"3444","Hideaki Miyajima",2019,"M"
"3445","Chacko George",2019,"M"
"3446","Sumire Stanislawski",2019,"F"
"3447","Wuyang Hu",2019,"M"
"3448","Zexuan Liu",2019,"M"
"3449","Diana Farrell",2019,"F"
"3450","Hong Ma",2019,"M"
"3451","Stéphane Dupraz",2019,"M"
"3452","Jón Steinsson",2019,"M"
"3453","Yanhao Wei",2019,"M"
"3454","Dorinth Van Dijk",2019,"M"
"3455","Monica Capra",2019,"F"
"3456","Zhongjian Lin",2019,"M"
"3457","Hyungseok Joo",2019,"F"
"3458","Hidehiko Matsumoto",2019,"M"
"3459","Ragan Petrie",2019,"F"
"3460","J. J. Prescott",2019,"M"
"3461","Lakitquana Leal",2019,"F"
"3462","Shinichi Kamiya",2019,"M"
"3463","Oscar David Barrera Rodriguez",2019,"M"
"3464","Hangjun Yang",2019,"M"
"3465","Yanhao Wang",2019,"M"
"3466","Kwaw S. Andam",2019,"M"
"3467","Faaiqa Hartley",2019,"F"
"3468","Jørgen Modalsli",2019,"M"
"3469","Fareena Noor Malhi",2019,"F"
"3470","Hanbat Jeong",2019,"M"
"3471","Badi H. Baltagi",2019,"M"
"3472","Hyungsik Roger Moon",2019,"M"
"3473","Thiagu Ranganathan",2019,"M"
"3474","Charity-Joy Acchairdo",2019,"F"
"3475","G. Dirk Mateer",2019,"M"
"3476","Chandini Sankaran",2019,"F"
"3477","Hang-Wei Hao",2019,"M"
"3478","Per-Anders Edin",2019,"M"
"3479","Tiernan Evans",2019,"F"
"3480","Patricia I. Ritter",2019,"F"
"3481","Shifrah Aron-Dine",2019,"F"
"3482","Stanimir Markov",2019,"M"
"3483","Chongyu Wang",2019,"M"
"3484","Hyun-Soo Choi",2019,"M"
"3485","Haoming Liu",2019,"M"
"3486","Jingfeng Lu",2019,"M"
"3487","Liguo Lin",2019,"M"
"3488","Hanbin Yang",2019,"M"
"3489","Cassiano Alves",2019,"M"
"3490","Perihane Badr",2019,"F"
"3491","Racha Ramadan",2019,"F"
"3492","Swarnava Biswas",2019,"M"
"3493","Balint Horvath",2019,"M"
"3494","Yalin Gunduz",2019,"M"
"3495","Victor Orozco",2019,"M"
"3496","Hartmut Egger",2019,"M"
"3497","Shuting (Sophia) Hu",2019,"F"
"3498","Sugata Ray",2019,"M"
"3499","Selale Tuzel",2019,"F"
"3500","Tadeja Gracner",2019,"F"
"3501","Balasz Egert",2019,"M"
"3502","Ariaster Baumgratz Chimeli",2019,"M"
"3503","Xiaobo He",2019,"M"
"3504","Yatang Lin",2019,"F"
"3505","Goncalo Faria",2019,"M"
"3506","Michalis Nikiforos",2019,"M"
"3507","Narayani Sritharan",2019,"F"
"3508","Jerry Hausman",2019,"M"
"3509","Stéphane Lavertu",2019,"M"
"3510","Sriya Anbil",2019,"F"
"3511","Jorrit Zwijnenburg",2019,"M"
"3512","L. Rachel Ngai",2019,"F"
"3513","Junjian Yi",2019,"M"
"3514","Alois Stutzer",2019,"M"
"3515","Jotikasthira Chotibhak",2019,"M"
"3516","Yoshio Nozawa",2019,"M"
"3517","Allaudeen Hameed",2019,"M"
"3518","Shihao Gu",2019,"M"
"3519","Schery Bokhari",2019,"M"
"3520","Yinuo Zhang",2019,"M"
"3521","Yadawendra Singh",2019,"M"
"3522","Luis Opazo",2019,"M"
"3523","Nicolas Lepage-Saucier",2019,"M"
"3524","Jevay Grooms",2019,"F"
"3525","Ozgur Orhangazi",2019,"M"
"3526","Qiongda Zhao",2019,"M"
"3527","Clément Bellet",2019,"M"
"3528","Nikanor Volkov",2019,"M"
"3529","Keyang Yang",2019,"M"
"3530","Weijia Li",2019,"M"
"3531","Gérard Roland",2019,"M"
"3532","Shiyu Bo",2019,"M"
"3533","Liuchun Deng",2019,"M"
"3534","Boqun Wang",2019,"M"
"3535","Haoyang Li",2019,"M"
"3536","Jung-Hyun Ahn",2019,"M"
"3537","Toru Kitagawa",2019,"M"
"3538","Zhengfei Yu",2019,"M"
"3539","Indivar Dutta-Gupta",2019,"M"
