"","author","year","gender"
"1370","Kasahun Woldemariam",2016,"M"
"1371","In-Koo Cho",2016,"M"
"1372","Matias Vernengo",2016,"M"
"1373","Sébastien Pouget",2016,"M"
"1374","Ariell Reshef",2016,"M"
"1375","Cathérine Koch",2016,"F"
"1376","Qizhou Xiong",2016,"M"
"1377","Nabanita Datta Gupta",2016,"F"
"1378","Congyi Zhou",2016,"M"
"1379","Cesar Hidalgo",2016,"M"
"1380","Battista Severgnini",2016,"M"
"1381","Zouheir El-sahli",2016,"M"
"1382","Dongyan Ye",2016,"M"
"1383","Qinghai Wang",2016,"M"
"1384","M. Shahid Ebrahim",2016,"M"
"1385","Gangzhi Fan",2016,"M"
"1386","Jidong Zhou",2016,"M"
"1387","Julia R. Henly",2016,"F"
"1388","Moamen Gouda",2016,"M"
"1389","Jamein P. Cunningham",2016,"M"
"1390","Suyoun Han",2016,"F"
"1391","Lubomir Cingl",2016,"M"
"1392","Meguy Kuete",2016,"M"
"1393","Arnoud Boot",2016,"M"
"1394","Jinqiang Yang",2016,"M"
"1395","Shing-yang Hu",2016,"M"
"1396","Nobuhiko Fuwa",2016,"M"
"1397","Xiaochuan Xing",2016,"M"
"1398","Tiemen Woutersen",2016,"M"
"1399","Hening Liu",2016,"M"
"1400","Yoosoon Chang",2016,"F"
"1401","Björn Imbierowicz",2016,"M"
"1402","Misak Avetisyan",2016,"M"
"1403","Shakeeb Khan",2016,"M"
"1404","Diana Greenwald",2016,"F"
"1405","Junjian Yi",2016,"M"
"1406","Luis Iván Alfaro",2016,"M"
"1407","Joseba Martinez",2016,"M"
"1408","Andres Fernandez",2016,"M"
"1409","Andres Elberg",2016,"M"
"1410","Xuhui (Nick) Pan",2016,"M"
"1411","Jungsuk Han",2016,"M"
"1412","Shaojun Zhang",2016,"F"
"1413","Maxim Mironov",2016,"M"
"1414","Nabamita Dutta",2016,"F"
"1415","Rocio Titiunik",2016,"F"
"1416","Yaoyi Xi",2018,"M"
"1417","Fangfang Du",2018,"F"
"1418","In Ji Jang",2018,"F"
"1419","Esben Christensen",2018,"M"
"1420","Shantaram Hegde",2018,"M"
"1421","Arup Ganguly",2018,"M"
"1422","Gilna Samuel",2018,"F"
"1423","Youngmin Choi",2018,"M"
"1424","Ruchith Dissanayake",2018,"M"
"1425","Pengfei Liu",2018,"M"
"1426","Julia Schmieder",2018,"F"
"1427","Osea Giuntella",2018,"M"
"1428","Shatakshee Dhongde",2018,"F"
"1429","Tetsushi Sonobe",2018,"M"
"1430","Hector Calvo-Pardo",2018,"M"
"1431","Chryssi Giannitsarou",2018,"F"
"1432","Phurichai Rungcharoenkitkul",2018,"M"
"1433","Se-Jik Kim",2018,"M"
"1434","Joacim Tåg",2018,"M"
"1435","Leonard Kostovetsky",2018,"M"
"1436","Fenghua Song",2018,"M"
"1437","Nagpurnanand R. Prabhala",2018,"M"
"1438","Ruihui Xu",2018,"F"
"1439","Yimin Yi",2018,"M"
"1440","Luis Locay",2018,"M"
"1441","Tuan-Hwee Sng",2018,"M"
"1442","J. Aislinn Bohren",2018,"F"
"1443","Sungoh Kwon",2018,"M"
"1444","Monica Costa Dias",2018,"F"
"1445","Graciana Rucci",2018,"F"
"1446","Vahagn Jerbashian",2018,"M"
"1447","Ozlem Onaran Prof",2018,"F"
"1448","Jósef Sigurdsson",2018,"M"
"1449","Yalin Gunduz",2018,"M"
"1450","Oguzhan Ozbas",2018,"M"
"1451","Bradyn Breon-Drish",2018,"M"
"1452","Janne Engblom",2018,"M"
"1453","Tae-Hee Jo",2018,"M"
"1454","Chengchun Li",2018,"M"
"1455","Debasri Mukherjee",2018,"F"
"1456","Monica Bhole",2018,"F"
"1457","Tzu-Ting Yang",2018,"M"
"1458","Adrian Lee",2018,"M"
"1459","Leonce Ndikumana",2018,"M"
"1460","Mortiz Schularick",2018,"M"
"1461","Simon Rottke",2018,"M"
"1462","Junbo Wang",2018,"M"
"1463","Ivan Alfaro",2018,"M"
"1464","Zhenhua Chen",2018,"M"
"1465","Sangwon Lee",2018,"M"
"1466","Zhonghua Wu",2018,"M"
"1467","Angshuman Gooptu",2018,"M"
"1468","Polona Domadenik",2018,"F"
"1469","Chuanqian Zhang",2018,"M"
"1470","Asimina Christoforou",2018,"F"
"1471","Shang-jin Wei",2018,"M"
"1472","Gregori Galofre-Vila",2018,"M"
"1473","Gisle James Natvik",2018,"M"
"1474","Monica Garcia-Perez",2018,"F"
"1475","Asit Mazumder",2018,"M"
"1476","Xingtan Zhang",2018,"M"
"1477","Andres Gonzalez",2018,"M"
"1478","Jihong Song",2018,"F"
"1479","Manja Gärtner",2018,"F"
"1480","Johanna Mollerstrom",2018,"F"
"1481","Adrian Hamins-Puertolas",2018,"M"
"1482","Aydoğan Alti",2018,"M"
"1483","Michalis Vasios",2018,"M"
"1484","S. Sarah Zhang",2018,"F"
"1485","Sohnke Bartram",2018,"M"
"1486","Chamna Yoon",2018,"M"
"1487","J. Dennis Chasse",2018,"M"
"1488","Mingzuo Sun",2018,"M"
"1489","Yeon-Koo Che",2018,"M"
"1490","Fuhito Kojima",2018,"M"
"1491","Yuqing Zhou",2018,"F"
"1492","Diery Seck",2018,"M"
"1493","Oladele Omosegbon",2018,"M"
"1494","Savvina Chowdhury",2018,"F"
"1495","Kijong Kim",2018,"M"
"1496","Bichaka Fayissa",2018,"M"
"1497","Stephan J. Goetz",2018,"M"
"1498","Songman Kang",2018,"M"
"1499","Giannina Vaccaro",2018,"F"
"1500","Mogens Fosgerau",2018,"M"
"1501","Eckhard Janeba",2018,"M"
"1502","Metodij Hadzi-Vaskov",2018,"M"
"1503","Jongrim Ha",2018,"M"
"1504","Günter Strobl",2018,"M"
"1505","Xinjie Wang",2018,"M"
"1506","Vojislav Maksimovic",2018,"M"
"1507","Reinhard Ellwanger",2018,"M"
"1508","Sokbae Lee",2018,"M"
"1509","Aselia Urmanbetova",2018,"F"
"1510","Gori Olusina-Daniel",2018,"M"
"1511","Raul Caruso",2018,"M"
"1512","M. Mostak Ahamed",2018,"M"
"1513","Saktinil Roy",2018,"M"
"1514","Suqin Ge",2018,"F"
"1515","Jipeng Zhang",2018,"M"
"1516","Belton M. Fleisher",2018,"M"
"1517","Deming Wu",2018,"M"
"1518","Doh-Shin Jeon",2018,"M"
"1519","Moamen Gouda",2018,"M"
"1520","W. Grimme",2018,"M"
"1521","S. Maioli",2018,"F"
"1522","Anming Zhang",2018,"M"
"1523","Marieta V. Velikova",2018,"F"
"1524","Srečko Zimic",2018,"M"
"1525","Jakina Debnam",2018,"F"
"1526","Carycruz M. Bueno",2018,"F"
"1527","Jiafu An",2018,"M"
"1528","Wenxuan Hou",2018,"M"
"1529","Ayse Kabukcuoglu",2018,"F"
"1530","Siavesh Radpour",2018,"M"
"1531","Mariassunta Giannetti",2018,"F"
"1532","Sheng-Jun Xu",2018,"M"
"1533","Yingdi Wang",2018,"F"
"1534","Huaizhi Chen",2018,"M"
"1535","Hong Zhang",2018,"M"
"1536","Leonce Bargeron",2018,"M"
"1537","Atonu Rabbani",2018,"M"
"1538","Charalampos Konstantinidis",2018,"M"
"1539","Matías Vernengo",2018,"M"
"1540","Xuening Wang",2018,"F"
"1541","M. Melinda Pitts",2018,"F"
"1542","D. Sebastian Tello-Trillo",2018,"M"
"1543","Jamein P. Cunningham",2018,"M"
"1544","Guodong Chen",2018,"M"
"1545","Minjoon Lee",2018,"M"
"1546","Tong-yob Nam",2018,"M"
"1547","Johanna Fajardo-Gonzalez",2018,"F"
"1548","Siegwart Lindenberg",2018,"M"
"1549","Jörgen Weibull",2018,"M"
"1550","Zhiyao Chen",2018,"M"
"1551","Hongda Zhong",2018,"M"
"1552","Xiaoguang Yang",2018,"M"
"1553","Ritam Chaurey",2018,"M"
"1554","Dasol Kim",2018,"M"
"1555","Chongyu Wang",2018,"M"
"1556","Novica Supic",2018,"M"
"1557","Balbinder Singh Gill",2018,"M"
"1558","Eun-young Shim",2018,"F"
"1559","Engy Ziedan",2018,"F"
"1560","Kandarp Srinivasan",2018,"M"
"1561","Nivedhitha Subramanian",2018,"F"
"1562","Ipshita Pal",2018,"F"
"1563","Marinella Leone",2018,"F"
"1564","Marzie Taheri Sanjani",2018,"F"
"1565","Muhamet Yildiz",2018,"M"
"1566","Ruixun Zhang",2018,"M"
"1567","Eskil Heinesen",2018,"M"
"1568","Pinka Chatterji",2018,"F"
"1569","Qingqing Cao",2018,"F"
"1570","Marliese Uhrig-Homburg",2018,"F"
"1571","Aazam Virani",2018,"M"
"1572","Na Zhang",2018,"F"
"1573","Berardino Palazzo",2018,"M"
"1574","Zihuan Wang",2018,"M"
"1575","Stephan Puhringer",2018,"M"
"1576","Ruqu Wang",2018,"M"
"1577","TangRen Feng",2018,"M"
"1578","Shaowei Ke",2018,"M"
"1579","Jingchao Li",2018,"F"
"1580","Tin-Chun Lin",2018,"M"
"1581","Zarrina Jurakulova",2018,"F"
"1582","Yao-Min Chiang",2018,"M"
"1583","Szabolcs Blazsek",2018,"M"
"1584","Bjorn Richter",2018,"M"
"1585","Vegard Høghaug Larsen",2018,"M"
"1586","Haoming Chen",2018,"M"
"1587","Carlianne Patrick",2018,"F"
"1588","Yildiray Yildrim",2018,"M"
"1589","Eul Noh",2018,"M"
"1590","Baban Hasnat",2018,"M"
"1591","Youzhi Yang",2018,"M"
"1592","Seyed Mohammadreza Davoodalhosseini",2018,"M"
"1593","Xiaoxia Shi",2018,"F"
"1594","Victor Aguirregabiria",2018,"M"
"1595","Ruitian Lang",2018,"M"
"1596","Tanadej Vechsuruck",2018,"M"
"1597","Qiaozhi Hu",2019,"M"
"1598","Vasso Ioannidou",2019,"F"
"1599","Dimuthu Ratnadiwakara",2019,"M"
"1600","Talina Sondershaus",2019,"F"
"1601","Tomas Fiala",2019,"M"
"1602","Rüdiger Weber",2019,"M"
"1603","Xinzheng Shi",2019,"M"
"1604","Yeqing Zhang",2019,"F"
"1605","P. Joakim Westerholm",2019,"M"
"1606","Yangming Bao",2019,"F"
"1607","Luis Lopez",2019,"M"
"1608","Yibin Liu",2019,"F"
"1609","Joren Koëter",2019,"M"
"1610","Xunhua Su",2019,"M"
"1611","Hongsheng Zhang",2019,"M"
"1612","Aubhik Khan",2019,"M"
"1613","Julia Thomas",2019,"F"
"1614","Cauê Dobbin",2019,"M"
"1615","Gisle Natvik",2019,"M"
"1616","Ingolf Dittmann",2019,"M"
"1617","Weikang Zhu",2019,"M"
"1618","Yunan Liu",2019,"M"
"1619","Xiaoxia Zhou",2019,"F"
"1620","Matthijs Korevaar",2019,"M"
"1621","Tianyang Xi",2019,"M"
"1622","Xiumin Martin",2019,"F"
"1623","Kandarp Srinivasan",2019,"M"
"1624","Wenxiao Wang",2019,"F"
"1625","Rinchan Ali Mirza",2019,"M"
"1626","Bertille Antoine",2019,"F"
"1627","Aurélien Saïdi",2019,"M"
"1628","Hodaka Morita",2019,"M"
"1629","Guangjun Qu",2019,"M"
"1630","Jose Galvez",2019,"M"
"1631","Luis Ribera",2019,"M"
"1632","Congyi Zhou",2019,"M"
"1633","Yosub Jung",2019,"M"
"1634","Bhargavi Sakthivel",2019,"F"
"1635","Simon Quinn",2019,"M"
"1636","M. Daniele Paserman",2019,"M"
"1637","Danula Gamage",2019,"M"
"1638","Elyas Fermand",2019,"M"
"1639","Uta Schönberg",2019,"F"
"1640","Dhammika Dharmapala",2019,"M"
"1641","Orgul Ozturk",2019,"F"
"1642","Yijuan Chen",2019,"M"
"1643","Kyungmin (Teddy) Kim",2019,"M"
"1644","Zhifeng Cai",2019,"M"
"1645","Hadiye Aslan",2019,"F"
"1646","Lixin Huang",2019,"F"
"1647","Yi-Tsung Lee",2019,"M"
"1648","Lifa Huang",2019,"M"
"1649","Xiaoqing Xu",2019,"M"
"1650","Hongfei Tang",2019,"M"
"1651","Nauro Campos",2019,"M"
"1652","Hartmut Lehmann",2019,"M"
"1653","Kseniia Gatskova",2019,"F"
"1654","Jarko Fidrmuc",2019,"M"
"1655","Nodir Djanibekov",2019,"M"
"1656","Nozilakhon Mukhamedova",2019,"F"
"1657","Asimina Christoforou",2019,"F"
"1658","Stephan Lauermann",2019,"M"
"1659","Xianwu Zhang",2019,"M"
"1660","Victor Zhorin",2019,"M"
"1661","Shimaa Hanafy",2019,"F"
"1662","Francesina Jackson",2019,"F"
"1663","Jiequn Han",2019,"M"
"1664","Gergory Torrell",2019,"M"
"1665","S Anukriti",2019,"F"
"1666","Huw Edwards",2019,"M"
"1667","Aslihan Gizem Korkmaz",2019,"F"
"1668","Ayhab Saad",2019,"M"
"1669","Kuan-Ju Chen",2019,"M"
"1670","Efthymia Kyriakopoulou",2019,"F"
"1671","Ivan Fernandez-Val",2019,"M"
"1672","Javaeria Qureshi",2019,"F"
"1673","Jörn-Steffen Pischke",2019,"M"
"1674","Tymon Słoczyński",2019,"M"
"1675","Panle Barwick",2019,"F"
"1676","Sisir Debnath",2019,"M"
"1677","Shibiru Ayalew",2019,"M"
"1678","Na'ama Shenhav",2019,"F"
"1679","Nicolas Werquin",2019,"M"
"1680","Ruoying Wang",2019,"F"
"1681","Ferran Vendrell-Herrero",2019,"M"
"1682","Lourenco S. Paz",2019,"M"
"1683","Panu Poutvaara",2019,"M"
"1684","Mariassunta Giannetti",2019,"F"
"1685","Guanmin Liao",2019,"M"
"1686","Vojislav Maksimovic",2019,"M"
"1687","Harjoat Bhamra",2019,"M"
"1688","K. Ramesh",2019,"M"
"1689","Ivan Marinovic",2019,"M"
"1690","Yicheng Zhu",2019,"M"
"1691","Yildiray Yildirim",2019,"M"
"1692","Antoon Spithoven",2019,"M"
"1693","Simon Lapointea",2019,"M"
"1694","Janne Tukiainen",2019,"M"
"1695","Piruz Saboury",2019,"M"
"1696","Emeric Henry",2019,"M"
"1697","Miaomiao Dong",2019,"F"
"1698","Ctirad Slavik",2019,"M"
"1699","Joao Duarte",2019,"M"
"1700","ozlem kina",2019,"F"
"1701","Qiaozhu Mei",2019,"M"
"1702","Giandomenica Becchio",2019,"F"
"1703","Oscar Arce",2019,"M"
"1704","Robynn Cox",2019,"F"
"1705","José Tessada",2019,"M"
"1706","Zixia Sheng",2019,"M"
"1707","Yingguang Zhang",2019,"M"
"1708","Vesa Pursiainen",2019,"M"
"1709","Huancheng Du",2019,"M"
"1710","Dionissi Aliprantis",2019,"M"
"1711","Andrés Gonzalez Gomez",2019,"M"
"1712","Artashes Karapetyan",2019,"M"
"1713","D. Wade Hands",2019,"M"
"1714","Matias Busso",2019,"M"
"1715","Naercio A. Menezes Filho",2019,"M"
"1716","Akpan H. Ekpo",2019,"M"
"1717","Douglason G. Omotor",2019,"M"
"1718","Mevlude Akbulut-Yuksel",2019,"F"
"1719","Manoel Bittencourt",2019,"M"
"1720","Pallab Ghosh",2019,"M"
"1721","Hervé Le Bihan",2019,"M"
"1722","Hongxun Ruan",2019,"M"
"1723","Hongbiao Zhao",2019,"M"
"1724","C.Y. Choi",2019,"M"
"1725","Jose M. Fernandez",2019,"M"
"1726","Stephan Gohmann",2019,"M"
"1727","Kodjo Aflagah",2019,"M"
"1728","Evzen Kocenda",2019,"M"
"1729","Prasenjit N. Ghosh",2019,"M"
"1730","Kose John",2019,"M"
"1731","Jongsub Lee",2019,"M"
"1732","Yingyao Hu",2019,"M"
"1733","Robbee Wedow",2019,"M"
"1734","Anming Zhang",2019,"M"
"1735","Lingyu Kong",2019,"M"
"1736","Lung-Fei Lee",2019,"M"
"1737","Victor Owusu",2019,"M"
"1738","Yabisi Wen",2019,"F"
"1739","Areerat Kichkha",2019,"F"
"1740","Marieta Velikova",2019,"F"
"1741","Clémentine Van Effenterre",2019,"F"
"1742","Tirupam Goel",2019,"M"
"1743","Adrian Hamins-Puertolas",2019,"M"
"1744","Tamás Fleiner",2019,"M"
"1745","C.J. Libassi",2019,"M"
"1746","Bocar Ba",2019,"M"
"1747","Hyunseok Jung",2019,"M"
"1748","Hongzhe Shan",2019,"M"
"1749","Chenhao Tan",2019,"M"
"1750","Huaizhi Chen",2019,"M"
"1751","Ruidi Huang",2019,"M"
"1752","Shiyang Huang",2019,"M"
"1753","Cheuk Shing Leung",2019,"M"
"1754","Tingyu Zhou",2019,"F"
"1755","Keyang Li",2019,"M"
"1756","Xiangyu Guo",2019,"M"
"1757","Daxuan Zhao",2019,"M"
"1758","Saravana Ravindran",2019,"M"
"1759","Tae-Hee Jo",2019,"M"
"1760","Guosong Xu",2019,"M"
"1761","Robertas Zubrickas",2019,"M"
"1762","Fafanyo Asiseh",2019,"M"
"1763","Zhandos Ybrayev",2019,"M"
"1764","Nagore Iriberri",2019,"F"
"1765","Johanna Posch",2019,"F"
"1766","Miguel Boucinha",2019,"M"
"1767","Alemayehu Seyoum Taffesse",2019,"M"
"1768","Gharad Bryan",2019,"M"
"1769","Chenxi Lu",2019,"F"
"1770","Goeun Choi",2019,"F"
"1771","Ines Chaieb",2019,"F"
"1772","Jianan Liu",2019,"F"
"1773","Boqian Jiang",2019,"M"
"1774","Xiaofang Dong",2019,"F"
"1775","Qinyi Liu",2019,"F"
"1776","Haizheng Li",2019,"M"
"1777","Yinghua He",2019,"M"
"1778","Simon Board",2019,"M"
"1779","Ivan Petrella",2019,"M"
"1780","Sudipta Basu",2019,"M"
"1781","Joao Paulo de Souza",2019,"M"
"1782","Zareh Asatryan",2019,"M"
"1783","Julia Cajal-Grossi",2019,"F"
"1784","Adrian Chadi",2019,"M"
"1785","Iacopo Morchio",2019,"M"
"1786","Monica Costa-Dias",2019,"F"
"1787","Simon Franklin",2019,"M"
"1788","Wenting Ma",2019,"F"
"1789","Jean-David Sigaux",2019,"M"
"1790","Simon Smith",2019,"M"
"1791","Yingchun Liu",2019,"F"
"1792","Xiangou Deng",2019,"M"
"1793","Lingxiao Li",2019,"F"
"1794","Yannan (Lily) Shen",2019,"F"
"1795","Yiqiang Han",2019,"M"
"1796","Lekha Chakraborty",2019,"F"
"1797","Stijn van Weezel",2019,"M"
"1798","Wenyu Wang",2019,"M"
"1799","Yicheng Wang",2019,"M"
"1800","Qingqing Cao",2019,"F"
"1801","Renata Narita",2019,"F"
"1802","Lorissa Pagán",2019,"F"
"1803","Zoë Cullen",2019,"F"
"1804","Armagan Gezici",2019,"F"
"1805","Jean-Charles Rochet",2019,"M"
"1806","Mengjie Pan",2019,"F"
"1807","Aureo de Paula",2019,"M"
"1808","Alpaslan Akay",2019,"M"
"1809","Sofoklis Goulas",2019,"M"
"1810","Huacheng Zhang",2019,"M"
"1811","Yaqing Xiao",2019,"M"
"1812","Jiekun Huang",2019,"M"
"1813","Haoyang Liu",2019,"M"
"1814","Justinas Pelenis",2019,"M"
"1815","Molin Zhong",2019,"M"
"1816","Brigham Russell Frandsen",2011,"M"
"1817","Ruiqing Miao",2011,"M"
"1818","Tewodaj Mogues",2011,"F"
"1819","Berhanu Nega",2011,"M"
"1820","Wolfram Elsner",2011,"M"
"1821","Elisheba Spiller",2011,"F"
"1822","Leeat Yariv",2011,"F"
"1823","Rudiger von Arnim",2011,"M"
"1824","Simon Ville",2011,"M"
"1825","Hide-Fumi Yokoo",2011,"M"
"1826","Libertad González",2011,"F"
"1827","Tansel Yilmazer",2011,"F"
"1828","Sushanta Mallick",2011,"M"
"1829","Yanmin Qian",2011,"M"
"1830","Maoyong Fan",2011,"M"
"1831","Jose Lopez",2011,"M"
"1832","Tack Yun",2011,"M"
"1833","Niven Winchester",2011,"M"
"1834","Shangjin Wei",2011,"M"
"1835","Laping Wu",2011,"M"
"1836","Jevgenijs Steinbuks",2011,"M"
"1837","Floris Heukelom",2011,"M"
"1838","A. G. Malliaris",2011,"M"
"1839","Lucjan Orlowski",2011,"M"
"1840","Géraldine Henningsen",2011,"F"
"1841","Geresom Okecho",2011,"M"
"1842","Joseé Randriamamonjy",2011,"M"
"1843","Wanchuan Lin",2011,"F"
"1844","Luis M Pinet-Peralta",2011,"M"
"1845","Rafat Fazeli",2011,"F"
"1846","Vai-Lam Mui",2011,"M"
"1847","Sanjukta Chaudhuri",2011,"F"
"1848","A.G. Malliaris",2011,"M"
"1849","Andres Neumeuer",2011,"M"
"1850","Cesar Sosa-Padilla",2011,"M"
"1851","Dhiman Das",2011,"M"
"1852","Raghuram G. Rajan",2011,"M"
"1853","Rajashri Chakrabarti",2011,"F"
"1854","Giorgo Sertsios",2011,"M"
"1855","Jing-Zhi Huang",2011,"M"
"1856","Yongheng Deng",2011,"M"
"1857","W. Bentley Macleod",2011,"M"
"1858","Jörg Rocholl",2011,"M"
"1859","Patricia A. Erickson",2011,"F"
"1860","Nicolas Sahuguet",2011,"M"
"1861","Kyung-Hong Park",2011,"M"
"1862","Lopo L. Rego",2011,"M"
"1863","Yingmei Cheng",2011,"F"
"1864","C.Y. Yiu",2011,"M"
"1865","Qun Bao",2011,"M"
"1866","Nune Hovhannisyan",2011,"F"
"1867","Fanmin Kong",2011,"M"
"1868","Yujie Cai",2011,"M"
"1869","Gernot Kohler",2011,"M"
"1870","F. Gregory Hayden",2011,"M"
"1871","M.V. Lee Badgett",2011,"F"
"1872","Tanmoy Mukherjee",2011,"M"
"1873","Pierre-Guillaume Méon",2011,"M"
"1874","Ivan Haščič",2011,"M"
"1875","Nusret Cakici",2011,"M"
"1876","Nabamita Dutta",2011,"F"
"1877","Yingyao Hu",2011,"M"
"1878","Taeyoung Doh",2011,"M"
"1879","Jaehoon Hahn",2011,"M"
"1880","Rosmy J. Louis",2011,"M"
"1881","Akpan Ekpo",2011,"M"
"1882","P.J. Lamberson",2011,"M"
"1883","Ariell Reshef",2011,"M"
"1884","Kyung-Hwan Kim",2011,"M"
"1885","Gábor Kertesi",2011,"M"
"1886","Chicheng Ma",2011,"M"
"1887","Françoise Carré",2011,"F"
"1888","Johanna Storck",2011,"M"
"1889","Atheender Venkataramani",2011,"M"
"1890","Yifu Lin",2011,"M"
"1891","Allaudeen Hameed",2011,"M"
"1892","Qianqian Du",2011,"F"
"1893","Jose L. Fillat",2011,"M"
"1894","Geraint Harvey",2011,"M"
"1895","Toke Fosgaard",2012,"M"
"1896","Jianpeng Deng",2012,"M"
"1897","Akpan H. Ekpo",2012,"M"
"1898","Kose John",2012,"M"
"1899","Seow Eng Ong",2012,"M"
"1900","Qingqing Chang",2012,"F"
"1901","Binkai Chen",2012,"M"
"1902","Hidehiko Ichimura",2012,"M"
"1903","Youngki Shin",2012,"M"
"1904","Juann Hung",2012,"F"
"1905","Mogens Fosgerau",2012,"M"
"1906","Gyun Cheol Gu",2012,"M"
"1907","Xiaoyi Mu",2012,"M"
"1908","Haichun Ye",2012,"F"
"1909","Parke Wilde",2012,"M"
"1910","Jerry Hausman",2012,"M"
"1911","Lorens Helmchen",2012,"M"
"1912","Jose A. Lopez",2012,"M"
"1913","Wenhua Di",2012,"F"
"1914","Wassim Daher",2012,"M"
"1915","Vallapuzha Sandhya",2012,"F"
"1916","Lucija Muehlenbachs",2012,"F"
"1917","Gunseli Tumer Alkan",2012,"F"
"1918","Doyne Farmer",2012,"M"
"1919","Takatoshi Ito",2012,"M"
"1920","Tareque Nasser",2012,"M"
"1921","Hong Yan",2012,"M"
"1922","Yaohui Zhao",2012,"F"
"1923","Amitrajeet Batabyal",2012,"M"
"1924","Sokbae Lee",2012,"M"
"1925","Raul Caruso",2012,"M"
"1926","Seung-Hyun Hong",2012,"M"
"1927","Yoto Yotov",2012,"M"
"1928","Oyvind Norli",2012,"M"
"1929","Sugato Bhattacharyya",2012,"M"
"1930","Mungo Ivor Wilson",2012,"M"
"1931","Daxuan Zhao",2012,"M"
"1932","Sarmistha Pal",2012,"F"
"1933","Zhimin Li",2012,"M"
"1934","Sushanta Mallick",2012,"M"
"1935","Shrabani Saha",2012,"F"
"1936","Yu-Chin Chen",2012,"F"
"1937","Yiting NA Li",2012,"F"
"1938","Zulal Denaux",2012,"F"
"1939","Sanjukta Chaudhuri",2012,"F"
"1940","Jingfeng Lu",2012,"M"
"1941","Narasimhan Jegadeesh",2012,"M"
"1942","Sturla Lyngnes Fjesme",2012,"M"
"1943","Fariborz Moshirian",2012,"M"
"1944","Stephan Lauermann",2012,"M"
"1945","Simon Firestone",2012,"M"
"1946","Luis Camara Fuertes",2012,"M"
"1947","Sadao Nagaoka",2012,"M"
"1948","Ararat L. Osipian",2012,"M"
"1949","Yu-min Yen",2012,"M"
"1950","Yu-Chu Shen",2012,"F"
"1951","Eltjo Buringh",2012,"M"
"1952","Diana Knyazeva",2012,"F"
"1953","Brendan Sweeney",2012,"M"
"1954","Xianghong (Shirley) Wang",2012,"F"
"1955","Miguel I. Gomez",2013,"M"
"1956","Asuman Ozdaglar",2013,"F"
"1957","Zinovyeva Natalia",2013,"F"
"1958","Veronica Santarosa",2013,"F"
"1959","E. Han Kim",2013,"M"
"1960","Maxim Mironov",2013,"M"
"1961","Jaehoon Lee",2013,"M"
"1962","Paavo Monkkonen",2013,"M"
"1963","Yu-Wei Hsieh",2013,"M"
"1964","Bjorn Imbierowicz",2013,"M"
"1965","Julia Henly",2013,"F"
"1966","M. Shahe Emran",2013,"M"
"1967","Patricia Born",2013,"F"
"1968","Hong Ma",2013,"M"
"1969","Xiaoxin Zhang",2013,"M"
"1970","M.J. Tocci",2013,"F"
"1971","Aniela Pietrasz Pietrasz",2013,"F"
"1972","Faustine Perrin",2013,"F"
"1973","Kuo-Chiang Wei",2013,"M"
"1974","Wenyu Wang",2013,"M"
"1975","Jesus Gonzalo",2013,"M"
"1976","Xiaoxia Shi",2013,"F"
"1977","Mechthild Schrooten",2013,"F"
"1978","Liangshu Qi",2013,"F"
"1979","Patricia Toledo",2013,"F"
"1980","Qingyuan Du",2013,"M"
"1981","Chicheng Ma",2013,"M"
"1982","Shahe Emran",2013,"M"
"1983","Jesus Saurina Salas",2013,"M"
"1984","Jorg Rocholl",2013,"M"
"1985","Kalena Cortes",2013,"F"
"1986","Monica Garcia-Pere",2013,"F"
"1987","Rulof Burger",2013,"M"
"1988","Junwook Chi",2013,"M"
"1989","Ranadeb Chaudhuri",2013,"M"
"1990","Jihong Lee",2013,"M"
"1991","Matias Laryczower",2013,"M"
"1992","Dieynaba Tandian",2013,"F"
"1993","Shihe Fu",2013,"M"
"1994","Risto Herrala",2013,"M"
"1995","Ayse Imrohoroglu",2013,"F"
"1996","Bishnupriya Gupta",2013,"F"
"1997","Fadhel Kaboub",2013,"M"
"1998","Raul Caruso",2013,"M"
"1999","Charalampos Makatsoris",2013,"M"
"2000","Pushkar Maitra",2013,"M"
"2001","Andres Almazan",2013,"M"
"2002","Huw Pill",2013,"M"
"2003","Akpan Ekpo",2013,"M"
"2004","Pengjie Gao",2013,"M"
"2005","Hayong Yun",2013,"M"
"2006","Balázs Égert",2013,"M"
"2007","Lucija Muehlenbachs",2013,"F"
"2008","Joep Konings",2013,"M"
"2009","Shisong Qing",2013,"M"
"2010","Weining Wang",2013,"F"
"2011","Sanjai Bhagat",2013,"M"
"2012","Huijing Fu",2013,"F"
"2013","Zhichuan Li",2013,"M"
"2014","Ioanid Rosu",2013,"M"
"2015","Simon Halphen Boserup",2014,"M"
"2016","Sunjin Kim",2014,"M"
"2017","Hyungsik Roger Moon",2014,"M"
"2018","Viplav Saini",2014,"M"
"2019","André F. Veiga",2014,"M"
"2020","Rangarajan K. Sundaram",2014,"M"
"2021","Kari Sigurdsson",2014,"M"
"2022","Haizheng Li",2014,"M"
"2023","Zhenyu Lai",2014,"M"
"2024","Nicolas Magud",2014,"M"
"2025","Ejindu Ume",2014,"M"
"2026","Huaxia Rui",2014,"M"
"2027","Pegaret Pichler",2014,"F"
"2028","Jose Carrasco-Gallego",2014,"M"
"2029","Rudiger Bachman",2014,"M"
"2030","Dadhi Adhikari",2014,"M"
"2031","L. Randall Wray",2014,"M"
"2032","W.C.M. van Veen",2014,"M"
